Align,DE,Dir,GeneName,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0343424,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0306930,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0333912,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0302615,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0299830,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0301131,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0088342,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0088996,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0077645,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0273230,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0335024,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0080589,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0073393,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0339234,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0081352,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0081354,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0303445,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0072956,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0304995,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0304993,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0304997,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0084958,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0078144,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0071934,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0334867,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0345142,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0078937,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0301766,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0083967,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0070985,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0078083,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0074276,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0342811,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0342815,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0343050,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0085209,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0329957,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0329955,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0076771,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0076417,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0302732,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0113451,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0345249,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0075811,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0334849,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0082812,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0077707,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0082094,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0090028,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0300415,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0308201,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0075039,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0332089,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0334327,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0334328,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0339189,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0075266,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0079648,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0333595,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0290076,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0299968,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0340709,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0087930,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0331642,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0085156,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0081211,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0100449,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0081213,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0070965,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0310438,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0336904,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0075204,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0301915,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0088774,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0306616,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0113470,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0339144,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0306233,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0289981,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0073527,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0332999,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0333625,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0088337,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0089649,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0308642,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0082615,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0071240,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0088224,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0080565,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0073531,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0332203,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0079667,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0303387,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0332405,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0303389,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0303384,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0332046,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0079148,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0310034,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0303205,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0307900,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0310653,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0077234,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0077235,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0303994,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0088521,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0332930,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0290025,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0332142,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0070265,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0305218,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0083764,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0331683,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0336620,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0330019,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0290077,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0085735,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0084054,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0113357,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0302713,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0332500,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0081004,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0332317,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0290327,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0072561,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0300039,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0302592,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0087115,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0086272,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0075173,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0084963,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0334553,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0344703,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0301278,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0073269,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0344179,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0084549,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0336759,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0110971,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0339493,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0306657,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0310661,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0080932,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0331931,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0085997,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0074337,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0082158,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0076459,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0100652,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0306158,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0302297,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0332057,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0303857,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0086670,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0084229,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0076135,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0345487,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0089361,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0089348,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0089359,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0072864,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0085423,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0078389,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0344353,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0078430,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0075077,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0302322,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0074432,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0113291,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0309828,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0113011,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0078191,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0075354,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0076250,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0076541,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0077972,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0307057,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0332503,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0303749,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0334011,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0302896,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0072410,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0081484,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0334282,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0344549,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0332042,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0073421,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0073423,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0330722,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0330725,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0335521,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0308631,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0308633,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0308627,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0086617,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0335012,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0335013,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0332260,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0086926,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0344847,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0301500,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0343358,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0343580,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0299526,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0344980,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0070284,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0344861,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0299967,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0302498,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0077466,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0307289,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0340289,,,,,,,,,
Sailfish,DESeq2,Down,FBtr0113190,,,,,,,,,
