,Align,DE,Dir,GeneName
581,Bowtie,EdgeR,down,FBtr0072957
582,Bowtie,EdgeR,down,FBtr0080846
583,Bowtie,EdgeR,down,FBtr0299837
584,Bowtie,EdgeR,down,FBtr0086774
585,Bowtie,EdgeR,down,FBtr0472696
586,Bowtie,EdgeR,down,FBtr0308823
587,Bowtie,EdgeR,down,FBtr0088136
588,Bowtie,EdgeR,down,FBtr0088137
589,Bowtie,EdgeR,down,FBtr0343571
590,Bowtie,EdgeR,down,FBtr0342808
591,Bowtie,EdgeR,down,FBtr0342814
592,Bowtie,EdgeR,down,FBtr0342813
593,Bowtie,EdgeR,down,FBtr0342810
594,Bowtie,EdgeR,down,FBtr0342820
595,Bowtie,EdgeR,down,FBtr0342819
596,Bowtie,EdgeR,down,FBtr0342805
597,Bowtie,EdgeR,down,FBtr0079779
598,Bowtie,EdgeR,down,FBtr0076772
599,Bowtie,EdgeR,down,FBtr0305063
600,Bowtie,EdgeR,down,FBtr0300815
601,Bowtie,EdgeR,down,FBtr0334846
602,Bowtie,EdgeR,down,FBtr0299564
603,Bowtie,EdgeR,down,FBtr0301850
604,Bowtie,EdgeR,down,FBtr0301851
605,Bowtie,EdgeR,down,FBtr0090014
606,Bowtie,EdgeR,down,FBtr0082760
607,Bowtie,EdgeR,down,FBtr0347567
608,Bowtie,EdgeR,down,FBtr0110876
609,Bowtie,EdgeR,down,FBtr0091711
610,Bowtie,EdgeR,down,FBtr0076808
611,Bowtie,EdgeR,down,FBtr0074418
612,Bowtie,EdgeR,down,FBtr0332911
613,Bowtie,EdgeR,down,FBtr0071246
614,Bowtie,EdgeR,down,FBtr0088681
615,Bowtie,EdgeR,down,FBtr0088052
616,Bowtie,EdgeR,down,FBtr0085155
617,Bowtie,EdgeR,down,FBtr0301492
618,Bowtie,EdgeR,down,FBtr0302201
619,Bowtie,EdgeR,down,FBtr0342607
620,Bowtie,EdgeR,down,FBtr0113380
621,Bowtie,EdgeR,down,FBtr0345429
622,Bowtie,EdgeR,down,FBtr0112888
623,Bowtie,EdgeR,down,FBtr0100575
624,Bowtie,EdgeR,down,FBtr0083273
625,Bowtie,EdgeR,down,FBtr0302579
626,Bowtie,EdgeR,down,FBtr0302034
627,Bowtie,EdgeR,down,FBtr0345005
628,Bowtie,EdgeR,down,FBtr0304018
629,Bowtie,EdgeR,down,FBtr0077247
630,Bowtie,EdgeR,down,FBtr0076935
631,Bowtie,EdgeR,down,FBtr0082069
632,Bowtie,EdgeR,down,FBtr0089716
633,Bowtie,EdgeR,down,FBtr0332204
634,Bowtie,EdgeR,down,FBtr0332202
635,Bowtie,EdgeR,down,FBtr0330306
636,Bowtie,EdgeR,down,FBtr0301708
637,Bowtie,EdgeR,down,FBtr0340240
638,Bowtie,EdgeR,down,FBtr0332403
639,Bowtie,EdgeR,down,FBtr0343506
640,Bowtie,EdgeR,down,FBtr0345070
641,Bowtie,EdgeR,down,FBtr0078136
642,Bowtie,EdgeR,down,FBtr0077136
643,Bowtie,EdgeR,down,FBtr0087369
644,Bowtie,EdgeR,down,FBtr0077236
645,Bowtie,EdgeR,down,FBtr0113020
646,Bowtie,EdgeR,down,FBtr0076885
647,Bowtie,EdgeR,down,FBtr0305073
648,Bowtie,EdgeR,down,FBtr0083765
649,Bowtie,EdgeR,down,FBtr0290078
650,Bowtie,EdgeR,down,FBtr0086555
651,Bowtie,EdgeR,down,FBtr0334633
652,Bowtie,EdgeR,down,FBtr0080892
653,Bowtie,EdgeR,down,FBtr0085987
654,Bowtie,EdgeR,down,FBtr0081686
655,Bowtie,EdgeR,down,FBtr0071004
656,Bowtie,EdgeR,down,FBtr0344978
657,Bowtie,EdgeR,down,FBtr0076364
658,Bowtie,EdgeR,down,FBtr0075966
659,Bowtie,EdgeR,down,FBtr0334404
660,Bowtie,EdgeR,down,FBtr0304005
661,Bowtie,EdgeR,down,FBtr0333073
662,Bowtie,EdgeR,down,FBtr0089512
663,Bowtie,EdgeR,down,FBtr0089513
664,Bowtie,EdgeR,down,FBtr0079062
665,Bowtie,EdgeR,down,FBtr0306239
666,Bowtie,EdgeR,down,FBtr0081619
667,Bowtie,EdgeR,down,FBtr0114544
668,Bowtie,EdgeR,down,FBtr0112994
669,Bowtie,EdgeR,down,FBtr0334053
670,Bowtie,EdgeR,down,FBtr0113323
671,Bowtie,EdgeR,down,FBtr0082452
672,Bowtie,EdgeR,down,FBtr0300017
673,Bowtie,EdgeR,down,FBtr0072767
674,Bowtie,EdgeR,down,FBtr0080397
675,Bowtie,EdgeR,down,FBtr0089349
676,Bowtie,EdgeR,down,FBtr0085899
677,Bowtie,EdgeR,down,FBtr0345339
678,Bowtie,EdgeR,down,FBtr0087089
679,Bowtie,EdgeR,down,FBtr0087090
680,Bowtie,EdgeR,down,FBtr0086474
681,Bowtie,EdgeR,down,FBtr0088506
682,Bowtie,EdgeR,down,FBtr0077831
683,Bowtie,EdgeR,down,FBtr0299920
684,Bowtie,EdgeR,down,FBtr0074745
685,Bowtie,EdgeR,down,FBtr0080592
686,Bowtie,EdgeR,down,FBtr0076496
687,Bowtie,EdgeR,down,FBtr0072795
688,Bowtie,EdgeR,down,FBtr0332847
689,Bowtie,EdgeR,down,FBtr0273416
690,Bowtie,EdgeR,down,FBtr0330145
691,Bowtie,EdgeR,down,FBtr0306087
692,Bowtie,EdgeR,down,FBtr0076668
693,Bowtie,EdgeR,down,FBtr0333013
694,Bowtie,EdgeR,down,FBtr0300889
695,Bowtie,EdgeR,down,FBtr0305679
696,Bowtie,EdgeR,down,FBtr0079003
697,Bowtie,EdgeR,down,FBtr0073422
698,Bowtie,EdgeR,down,FBtr0072506
699,Bowtie,EdgeR,down,FBtr0301143
700,Bowtie,EdgeR,down,FBtr0339629
701,Bowtie,EdgeR,down,FBtr0112808
702,Bowtie,EdgeR,down,FBtr0112807
703,Bowtie,EdgeR,down,FBtr0113386
704,Bowtie,EdgeR,down,FBtr0084927
705,Bowtie,EdgeR,down,FBtr0347201
706,Bowtie,EdgeR,down,FBtr0347200
707,Bowtie,EdgeR,down,FBtr0301501
708,Bowtie,EdgeR,down,FBtr0082057
709,Bowtie,EdgeR,down,FBtr0087870
710,Bowtie,EdgeR,down,FBtr0302151
711,Bowtie,EdgeR,down,FBtr0089989
712,Bowtie,EdgeR,down,FBtr0091719
713,Bowtie,EdgeR,down,FBtr0340125
714,Bowtie,EdgeR,down,FBtr0085307
715,Bowtie,EdgeR,up,FBtr0072393
716,Bowtie,EdgeR,up,FBtr0087390
717,Bowtie,EdgeR,up,FBtr0337056
718,Bowtie,EdgeR,up,FBtr0079708
719,Bowtie,EdgeR,up,FBtr0336736
720,Bowtie,EdgeR,up,FBtr0088550
721,Bowtie,EdgeR,up,FBtr0082183
722,Bowtie,EdgeR,up,FBtr0089921
723,Bowtie,EdgeR,up,FBtr0087307
724,Bowtie,EdgeR,up,FBtr0071835
725,Bowtie,EdgeR,up,FBtr0306917
726,Bowtie,EdgeR,up,FBtr0070393
727,Bowtie,EdgeR,up,FBtr0082790
728,Bowtie,EdgeR,up,FBtr0080391
729,Bowtie,EdgeR,up,FBtr0334762
730,Bowtie,EdgeR,up,FBtr0086975
731,Bowtie,EdgeR,up,FBtr0301651
732,Bowtie,EdgeR,up,FBtr0085377
733,Bowtie,EdgeR,up,FBtr0072967
734,Bowtie,EdgeR,up,FBtr0073378
735,Bowtie,EdgeR,up,FBtr0080617
736,Bowtie,EdgeR,up,FBtr0089963
737,Bowtie,EdgeR,up,FBtr0087008
738,Bowtie,EdgeR,up,FBtr0339643
739,Bowtie,EdgeR,up,FBtr0300190
740,Bowtie,EdgeR,up,FBtr0071935
741,Bowtie,EdgeR,up,FBtr0305668
742,Bowtie,EdgeR,up,FBtr0074916
743,Bowtie,EdgeR,up,FBtr0345114
744,Bowtie,EdgeR,up,FBtr0075389
745,Bowtie,EdgeR,up,FBtr0080838
746,Bowtie,EdgeR,up,FBtr0110932
747,Bowtie,EdgeR,up,FBtr0078811
748,Bowtie,EdgeR,up,FBtr0100199
749,Bowtie,EdgeR,up,FBtr0085755
750,Bowtie,EdgeR,up,FBtr0309301
751,Bowtie,EdgeR,up,FBtr0083252
752,Bowtie,EdgeR,up,FBtr0071105
753,Bowtie,EdgeR,up,FBtr0085249
754,Bowtie,EdgeR,up,FBtr0273370
755,Bowtie,EdgeR,up,FBtr0332746
756,Bowtie,EdgeR,up,FBtr0088370
757,Bowtie,EdgeR,up,FBtr0112851
758,Bowtie,EdgeR,up,FBtr0333662
759,Bowtie,EdgeR,up,FBtr0081008
760,Bowtie,EdgeR,up,FBtr0089937
761,Bowtie,EdgeR,up,FBtr0087004
762,Bowtie,EdgeR,up,FBtr0100375
763,Bowtie,EdgeR,up,FBtr0100457
764,Bowtie,EdgeR,up,FBtr0089484
765,Bowtie,EdgeR,up,FBtr0308034
766,Bowtie,EdgeR,up,FBtr0310647
767,Bowtie,EdgeR,up,FBtr0087621
768,Bowtie,EdgeR,up,FBtr0301450
769,Bowtie,EdgeR,up,FBtr0112532
770,Bowtie,EdgeR,up,FBtr0087431
771,Bowtie,EdgeR,up,FBtr0303756
772,Bowtie,EdgeR,up,FBtr0085715
773,Bowtie,EdgeR,up,FBtr0070457
774,Bowtie,EdgeR,up,FBtr0306255
775,Bowtie,EdgeR,up,FBtr0075753
776,Bowtie,EdgeR,up,FBtr0333020
777,Bowtie,EdgeR,up,FBtr0087415
778,Bowtie,EdgeR,up,FBtr0100361
779,Bowtie,EdgeR,up,FBtr0082208
780,Bowtie,EdgeR,up,FBtr0089877
781,Bowtie,EdgeR,up,FBtr0075927
782,Bowtie,EdgeR,up,FBtr0111027
783,Bowtie,EdgeR,up,FBtr0111030
784,Bowtie,EdgeR,up,FBtr0302695
785,Bowtie,EdgeR,up,FBtr0302692
786,Bowtie,EdgeR,up,FBtr0111032
787,Bowtie,EdgeR,up,FBtr0111029
788,Bowtie,EdgeR,up,FBtr0302694
789,Bowtie,EdgeR,up,FBtr0087257
790,Bowtie,EdgeR,up,FBtr0302645
791,Bowtie,EdgeR,up,FBtr0085094
792,Bowtie,EdgeR,up,FBtr0334309
793,Bowtie,EdgeR,up,FBtr0071048
794,Bowtie,EdgeR,up,FBtr0082139
795,Bowtie,EdgeR,up,FBtr0303787
796,Bowtie,EdgeR,up,FBtr0300612
797,Bowtie,EdgeR,up,FBtr0084028
798,Bowtie,EdgeR,up,FBtr0307521
799,Bowtie,EdgeR,up,FBtr0307520
800,Bowtie,EdgeR,up,FBtr0336616
801,Bowtie,EdgeR,up,FBtr0078204
802,Bowtie,EdgeR,up,FBtr0308065
803,Bowtie,EdgeR,up,FBtr0301403
804,Bowtie,EdgeR,up,FBtr0306244
805,Bowtie,EdgeR,up,FBtr0100595
806,Bowtie,EdgeR,up,FBtr0335178
807,Bowtie,EdgeR,up,FBtr0087295
808,Bowtie,EdgeR,up,FBtr0302938
809,Bowtie,EdgeR,up,FBtr0081958
810,Bowtie,EdgeR,up,FBtr0306107
811,Bowtie,EdgeR,up,FBtr0084447
812,Bowtie,EdgeR,up,FBtr0084449
813,Bowtie,EdgeR,up,FBtr0087533
814,Bowtie,EdgeR,up,FBtr0087534
815,Bowtie,EdgeR,up,FBtr0084659
816,Bowtie,EdgeR,up,FBtr0330730
817,Bowtie,EdgeR,up,FBtr0079491
818,Bowtie,EdgeR,up,FBtr0072087
819,Bowtie,EdgeR,up,FBtr0113113
820,Bowtie,EdgeR,up,FBtr0087789
821,Bowtie,EdgeR,up,FBtr0290019
822,Bowtie,EdgeR,up,FBtr0332529
823,Bowtie,EdgeR,up,FBtr0330118
824,Bowtie,EdgeR,up,FBtr0078915
825,Bowtie,EdgeR,up,FBtr0301504
826,Bowtie,EdgeR,up,FBtr0079077
827,Bowtie,EdgeR,up,FBtr0300599
828,Bowtie,EdgeR,up,FBtr0343424
829,Bowtie,EdgeR,up,FBtr0306930
830,Bowtie,EdgeR,up,FBtr0302615
831,Bowtie,EdgeR,up,FBtr0088996
832,Bowtie,EdgeR,up,FBtr0077645
833,Bowtie,EdgeR,up,FBtr0335025
834,Bowtie,EdgeR,up,FBtr0335024
835,Bowtie,EdgeR,up,FBtr0073393
836,Bowtie,EdgeR,up,FBtr0306556
837,Bowtie,EdgeR,up,FBtr0081352
838,Bowtie,EdgeR,up,FBtr0081354
839,Bowtie,EdgeR,up,FBtr0079042
840,Bowtie,EdgeR,up,FBtr0303445
841,Bowtie,EdgeR,up,FBtr0072956
842,Bowtie,EdgeR,up,FBtr0333362
843,Bowtie,EdgeR,up,FBtr0304995
844,Bowtie,EdgeR,up,FBtr0304993
845,Bowtie,EdgeR,up,FBtr0304997
846,Bowtie,EdgeR,up,FBtr0084958
847,Bowtie,EdgeR,up,FBtr0308253
848,Bowtie,EdgeR,up,FBtr0078144
849,Bowtie,EdgeR,up,FBtr0071934
850,Bowtie,EdgeR,up,FBtr0085382
851,Bowtie,EdgeR,up,FBtr0334867
852,Bowtie,EdgeR,up,FBtr0345142
853,Bowtie,EdgeR,up,FBtr0078937
854,Bowtie,EdgeR,up,FBtr0299952
855,Bowtie,EdgeR,up,FBtr0077910
856,Bowtie,EdgeR,up,FBtr0083967
857,Bowtie,EdgeR,up,FBtr0070985
858,Bowtie,EdgeR,up,FBtr0078083
859,Bowtie,EdgeR,up,FBtr0074276
860,Bowtie,EdgeR,up,FBtr0342811
861,Bowtie,EdgeR,up,FBtr0301537
862,Bowtie,EdgeR,up,FBtr0075341
863,Bowtie,EdgeR,up,FBtr0305968
864,Bowtie,EdgeR,up,FBtr0085209
865,Bowtie,EdgeR,up,FBtr0084990
866,Bowtie,EdgeR,up,FBtr0339612
867,Bowtie,EdgeR,up,FBtr0329957
868,Bowtie,EdgeR,up,FBtr0076771
869,Bowtie,EdgeR,up,FBtr0346863
870,Bowtie,EdgeR,up,FBtr0113452
871,Bowtie,EdgeR,up,FBtr0075811
872,Bowtie,EdgeR,up,FBtr0080262
873,Bowtie,EdgeR,up,FBtr0080261
874,Bowtie,EdgeR,up,FBtr0309099
875,Bowtie,EdgeR,up,FBtr0077707
876,Bowtie,EdgeR,up,FBtr0305056
877,Bowtie,EdgeR,up,FBtr0074842
878,Bowtie,EdgeR,up,FBtr0082096
879,Bowtie,EdgeR,up,FBtr0090022
880,Bowtie,EdgeR,up,FBtr0073339
881,Bowtie,EdgeR,up,FBtr0332089
882,Bowtie,EdgeR,up,FBtr0334328
883,Bowtie,EdgeR,up,FBtr0290076
884,Bowtie,EdgeR,up,FBtr0299968
885,Bowtie,EdgeR,up,FBtr0079253
886,Bowtie,EdgeR,up,FBtr0340709
887,Bowtie,EdgeR,up,FBtr0085156
888,Bowtie,EdgeR,up,FBtr0081211
889,Bowtie,EdgeR,up,FBtr0330186
890,Bowtie,EdgeR,up,FBtr0310438
891,Bowtie,EdgeR,up,FBtr0336904
892,Bowtie,EdgeR,up,FBtr0075204
893,Bowtie,EdgeR,up,FBtr0330380
894,Bowtie,EdgeR,up,FBtr0308562
895,Bowtie,EdgeR,up,FBtr0301915
896,Bowtie,EdgeR,up,FBtr0088774
897,Bowtie,EdgeR,up,FBtr0113470
898,Bowtie,EdgeR,up,FBtr0339144
899,Bowtie,EdgeR,up,FBtr0289981
900,Bowtie,EdgeR,up,FBtr0089649
901,Bowtie,EdgeR,up,FBtr0071240
902,Bowtie,EdgeR,up,FBtr0088224
903,Bowtie,EdgeR,up,FBtr0080565
904,Bowtie,EdgeR,up,FBtr0332203
905,Bowtie,EdgeR,up,FBtr0303387
906,Bowtie,EdgeR,up,FBtr0303384
907,Bowtie,EdgeR,up,FBtr0332046
908,Bowtie,EdgeR,up,FBtr0079148
909,Bowtie,EdgeR,up,FBtr0307306
910,Bowtie,EdgeR,up,FBtr0310034
911,Bowtie,EdgeR,up,FBtr0310653
912,Bowtie,EdgeR,up,FBtr0077234
913,Bowtie,EdgeR,up,FBtr0077235
914,Bowtie,EdgeR,up,FBtr0303994
915,Bowtie,EdgeR,up,FBtr0332930
916,Bowtie,EdgeR,up,FBtr0076792
917,Bowtie,EdgeR,up,FBtr0303106
918,Bowtie,EdgeR,up,FBtr0336620
919,Bowtie,EdgeR,up,FBtr0077511
920,Bowtie,EdgeR,up,FBtr0290077
921,Bowtie,EdgeR,up,FBtr0085735
922,Bowtie,EdgeR,up,FBtr0084054
923,Bowtie,EdgeR,up,FBtr0074255
924,Bowtie,EdgeR,up,FBtr0087530
925,Bowtie,EdgeR,up,FBtr0077409
926,Bowtie,EdgeR,up,FBtr0071690
927,Bowtie,EdgeR,up,FBtr0332500
928,Bowtie,EdgeR,up,FBtr0332502
929,Bowtie,EdgeR,up,FBtr0332017
930,Bowtie,EdgeR,up,FBtr0081004
931,Bowtie,EdgeR,up,FBtr0332317
932,Bowtie,EdgeR,up,FBtr0077988
933,Bowtie,EdgeR,up,FBtr0290327
934,Bowtie,EdgeR,up,FBtr0072561
935,Bowtie,EdgeR,up,FBtr0302592
936,Bowtie,EdgeR,up,FBtr0087115
937,Bowtie,EdgeR,up,FBtr0339764
938,Bowtie,EdgeR,up,FBtr0087601
939,Bowtie,EdgeR,up,FBtr0344703
940,Bowtie,EdgeR,up,FBtr0073269
941,Bowtie,EdgeR,up,FBtr0344179
942,Bowtie,EdgeR,up,FBtr0084549
943,Bowtie,EdgeR,up,FBtr0087960
944,Bowtie,EdgeR,up,FBtr0339956
945,Bowtie,EdgeR,up,FBtr0336759
946,Bowtie,EdgeR,up,FBtr0110971
947,Bowtie,EdgeR,up,FBtr0339493
948,Bowtie,EdgeR,up,FBtr0310660
949,Bowtie,EdgeR,up,FBtr0080932
950,Bowtie,EdgeR,up,FBtr0331931
951,Bowtie,EdgeR,up,FBtr0074338
952,Bowtie,EdgeR,up,FBtr0082158
953,Bowtie,EdgeR,up,FBtr0076459
954,Bowtie,EdgeR,up,FBtr0079632
955,Bowtie,EdgeR,up,FBtr0332057
956,Bowtie,EdgeR,up,FBtr0303857
957,Bowtie,EdgeR,up,FBtr0086670
958,Bowtie,EdgeR,up,FBtr0345487
959,Bowtie,EdgeR,up,FBtr0076140
960,Bowtie,EdgeR,up,FBtr0089343
961,Bowtie,EdgeR,up,FBtr0089360
962,Bowtie,EdgeR,up,FBtr0089361
963,Bowtie,EdgeR,up,FBtr0089348
964,Bowtie,EdgeR,up,FBtr0089359
965,Bowtie,EdgeR,up,FBtr0072864
966,Bowtie,EdgeR,up,FBtr0080590
967,Bowtie,EdgeR,up,FBtr0085423
968,Bowtie,EdgeR,up,FBtr0077524
969,Bowtie,EdgeR,up,FBtr0080306
970,Bowtie,EdgeR,up,FBtr0075077
971,Bowtie,EdgeR,up,FBtr0302322
972,Bowtie,EdgeR,up,FBtr0086336
973,Bowtie,EdgeR,up,FBtr0113291
974,Bowtie,EdgeR,up,FBtr0309828
975,Bowtie,EdgeR,up,FBtr0113011
976,Bowtie,EdgeR,up,FBtr0078191
977,Bowtie,EdgeR,up,FBtr0302513
978,Bowtie,EdgeR,up,FBtr0112577
979,Bowtie,EdgeR,up,FBtr0070809
980,Bowtie,EdgeR,up,FBtr0075354
981,Bowtie,EdgeR,up,FBtr0076541
982,Bowtie,EdgeR,up,FBtr0307057
983,Bowtie,EdgeR,up,FBtr0303749
984,Bowtie,EdgeR,up,FBtr0334011
985,Bowtie,EdgeR,up,FBtr0302896
986,Bowtie,EdgeR,up,FBtr0072410
987,Bowtie,EdgeR,up,FBtr0081484
988,Bowtie,EdgeR,up,FBtr0329895
989,Bowtie,EdgeR,up,FBtr0100282
990,Bowtie,EdgeR,up,FBtr0334282
991,Bowtie,EdgeR,up,FBtr0332042
992,Bowtie,EdgeR,up,FBtr0073421
993,Bowtie,EdgeR,up,FBtr0073423
994,Bowtie,EdgeR,up,FBtr0330725
995,Bowtie,EdgeR,up,FBtr0308626
996,Bowtie,EdgeR,up,FBtr0308629
997,Bowtie,EdgeR,up,FBtr0308631
998,Bowtie,EdgeR,up,FBtr0308633
999,Bowtie,EdgeR,up,FBtr0308627
1000,Bowtie,EdgeR,up,FBtr0083200
1001,Bowtie,EdgeR,up,FBtr0086617
1002,Bowtie,EdgeR,up,FBtr0335012
1003,Bowtie,EdgeR,up,FBtr0332260
1004,Bowtie,EdgeR,up,FBtr0301500
1005,Bowtie,EdgeR,up,FBtr0299525
1006,Bowtie,EdgeR,up,FBtr0299524
1007,Bowtie,EdgeR,up,FBtr0343580
1008,Bowtie,EdgeR,up,FBtr0299526
1009,Bowtie,EdgeR,up,FBtr0330325
1010,Bowtie,EdgeR,up,FBtr0076525
1011,Bowtie,EdgeR,up,FBtr0344980
1012,Bowtie,EdgeR,up,FBtr0071466
1013,Bowtie,EdgeR,up,FBtr0299967
1014,Bowtie,EdgeR,up,FBtr0085828
1015,Bowtie,EdgeR,up,FBtr0307289
1016,Bowtie,EdgeR,up,FBtr0113190
1017,=======,,,
1018,bowtie2,edgeR,down,FBtr0085105
1019,bowtie2,edgeR,down,FBtr0073120
1020,bowtie2,edgeR,down,FBtr0085085
1021,bowtie2,edgeR,down,FBtr0339391
1022,bowtie2,edgeR,down,FBtr0086613
1023,bowtie2,edgeR,down,FBtr0346714
1024,bowtie2,edgeR,down,FBtr0100508
1025,bowtie2,edgeR,down,FBtr0100504
1026,bowtie2,edgeR,down,FBtr0337020
1027,bowtie2,edgeR,down,FBtr0083467
1028,bowtie2,edgeR,down,FBtr0073974
1029,bowtie2,edgeR,down,FBtr0084465
1030,bowtie2,edgeR,down,FBtr0080389
1031,bowtie2,edgeR,down,FBtr0076545
1032,bowtie2,edgeR,down,FBtr0300272
1033,bowtie2,edgeR,down,FBtr0084911
1034,bowtie2,edgeR,down,FBtr0307015
1035,bowtie2,edgeR,down,FBtr0075699
1036,bowtie2,edgeR,down,FBtr0081257
1037,bowtie2,edgeR,down,FBtr0086676
1038,bowtie2,edgeR,down,FBtr0080839
1039,bowtie2,edgeR,down,FBtr0340135
1040,bowtie2,edgeR,down,FBtr0073359
1041,bowtie2,edgeR,down,FBtr0301413
1042,bowtie2,edgeR,down,FBtr0077920
1043,bowtie2,edgeR,down,FBtr0087820
1044,bowtie2,edgeR,down,FBtr0308213
1045,bowtie2,edgeR,down,FBtr0072635
1046,bowtie2,edgeR,down,FBtr0075199
1047,bowtie2,edgeR,down,FBtr0076453
1048,bowtie2,edgeR,down,FBtr0078069
1049,bowtie2,edgeR,down,FBtr0078841
1050,bowtie2,edgeR,down,FBtr0089978
1051,bowtie2,edgeR,down,FBtr0334586
1052,bowtie2,edgeR,down,FBtr0089485
1053,bowtie2,edgeR,down,FBtr0340190
1054,bowtie2,edgeR,down,FBtr0075942
1055,bowtie2,edgeR,down,FBtr0300542
1056,bowtie2,edgeR,down,FBtr0336697
1057,bowtie2,edgeR,down,FBtr0087618
1058,bowtie2,edgeR,down,FBtr0087617
1059,bowtie2,edgeR,down,FBtr0273224
1060,bowtie2,edgeR,down,FBtr0301964
1061,bowtie2,edgeR,down,FBtr0077008
1062,bowtie2,edgeR,down,FBtr0306254
1063,bowtie2,edgeR,down,FBtr0073839
1064,bowtie2,edgeR,down,FBtr0302291
1065,bowtie2,edgeR,down,FBtr0305917
1066,bowtie2,edgeR,down,FBtr0114506
1067,bowtie2,edgeR,down,FBtr0075928
1068,bowtie2,edgeR,down,FBtr0081614
1069,bowtie2,edgeR,down,FBtr0301838
1070,bowtie2,edgeR,down,FBtr0301837
1071,bowtie2,edgeR,down,FBtr0087258
1072,bowtie2,edgeR,down,FBtr0310064
1073,bowtie2,edgeR,down,FBtr0077310
1074,bowtie2,edgeR,down,FBtr0076427
1075,bowtie2,edgeR,down,FBtr0346711
1076,bowtie2,edgeR,down,FBtr0089263
1077,bowtie2,edgeR,down,FBtr0308232
1078,bowtie2,edgeR,down,FBtr0304914
1079,bowtie2,edgeR,down,FBtr0072102
1080,bowtie2,edgeR,down,FBtr0335180
1081,bowtie2,edgeR,down,FBtr0088663
1082,bowtie2,edgeR,down,FBtr0308644
1083,bowtie2,edgeR,down,FBtr0070392
1084,bowtie2,edgeR,down,FBtr0071537
1085,bowtie2,edgeR,down,FBtr0072712
1086,bowtie2,edgeR,down,FBtr0082889
1087,bowtie2,edgeR,down,FBtr0344560
1088,bowtie2,edgeR,down,FBtr0081635
1089,bowtie2,edgeR,down,FBtr0346276
1090,bowtie2,edgeR,down,FBtr0332963
1091,bowtie2,edgeR,down,FBtr0303709
1092,bowtie2,edgeR,down,FBtr0346541
1093,bowtie2,edgeR,down,FBtr0076454
1094,bowtie2,edgeR,down,FBtr0075541
1095,bowtie2,edgeR,down,FBtr0082018
1096,bowtie2,edgeR,down,FBtr0082017
1097,bowtie2,edgeR,down,FBtr0344873
1098,bowtie2,edgeR,down,FBtr0100470
1099,bowtie2,edgeR,down,FBtr0331507
1100,bowtie2,edgeR,down,FBtr0302833
1101,bowtie2,edgeR,down,FBtr0088266
1102,bowtie2,edgeR,down,FBtr0112735
1103,bowtie2,edgeR,down,FBtr0302453
1104,bowtie2,edgeR,down,FBtr0079199
1105,bowtie2,edgeR,down,FBtr0331664
1106,bowtie2,edgeR,down,FBtr0331663
1107,bowtie2,edgeR,down,FBtr0331662
1108,bowtie2,edgeR,down,FBtr0299538
1109,bowtie2,edgeR,down,FBtr0073426
1110,bowtie2,edgeR,down,FBtr0073292
1111,bowtie2,edgeR,down,FBtr0071849
1112,bowtie2,edgeR,down,FBtr0077644
1113,bowtie2,edgeR,down,FBtr0301487
1114,bowtie2,edgeR,down,FBtr0089581
1115,bowtie2,edgeR,down,FBtr0300649
1116,bowtie2,edgeR,down,FBtr0310621
1117,bowtie2,edgeR,down,FBtr0336667
1118,bowtie2,edgeR,down,FBtr0301884
1119,bowtie2,edgeR,down,FBtr0072957
1120,bowtie2,edgeR,down,FBtr0080846
1121,bowtie2,edgeR,down,FBtr0299837
1122,bowtie2,edgeR,down,FBtr0086774
1123,bowtie2,edgeR,down,FBtr0472696
1124,bowtie2,edgeR,down,FBtr0308823
1125,bowtie2,edgeR,down,FBtr0088136
1126,bowtie2,edgeR,down,FBtr0088137
1127,bowtie2,edgeR,down,FBtr0343571
1128,bowtie2,edgeR,down,FBtr0342808
1129,bowtie2,edgeR,down,FBtr0342814
1130,bowtie2,edgeR,down,FBtr0342813
1131,bowtie2,edgeR,down,FBtr0342810
1132,bowtie2,edgeR,down,FBtr0342820
1133,bowtie2,edgeR,down,FBtr0342819
1134,bowtie2,edgeR,down,FBtr0342805
1135,bowtie2,edgeR,down,FBtr0079779
1136,bowtie2,edgeR,down,FBtr0076772
1137,bowtie2,edgeR,down,FBtr0305063
1138,bowtie2,edgeR,down,FBtr0300815
1139,bowtie2,edgeR,down,FBtr0334846
1140,bowtie2,edgeR,down,FBtr0299564
1141,bowtie2,edgeR,down,FBtr0301850
1142,bowtie2,edgeR,down,FBtr0301851
1143,bowtie2,edgeR,down,FBtr0090014
1144,bowtie2,edgeR,down,FBtr0082760
1145,bowtie2,edgeR,down,FBtr0347567
1146,bowtie2,edgeR,down,FBtr0110876
1147,bowtie2,edgeR,down,FBtr0091711
1148,bowtie2,edgeR,down,FBtr0076808
1149,bowtie2,edgeR,down,FBtr0074418
1150,bowtie2,edgeR,down,FBtr0332911
1151,bowtie2,edgeR,down,FBtr0071246
1152,bowtie2,edgeR,down,FBtr0088681
1153,bowtie2,edgeR,down,FBtr0088052
1154,bowtie2,edgeR,down,FBtr0085155
1155,bowtie2,edgeR,down,FBtr0301492
1156,bowtie2,edgeR,down,FBtr0302201
1157,bowtie2,edgeR,down,FBtr0342607
1158,bowtie2,edgeR,down,FBtr0113380
1159,bowtie2,edgeR,down,FBtr0345429
1160,bowtie2,edgeR,down,FBtr0112888
1161,bowtie2,edgeR,down,FBtr0100575
1162,bowtie2,edgeR,down,FBtr0083273
