Align,DE,Dir,GeneName
kallisto,edgeR,down,FBtr0303384
kallisto,edgeR,down,FBtr0332046
kallisto,edgeR,down,FBtr0307306
kallisto,edgeR,down,FBtr0310653
kallisto,edgeR,down,FBtr0077234
kallisto,edgeR,down,FBtr0332930
kallisto,edgeR,down,FBtr0290025
kallisto,edgeR,down,FBtr0076792
kallisto,edgeR,down,FBtr0303106
kallisto,edgeR,down,FBtr0290077
kallisto,edgeR,down,FBtr0085735
kallisto,edgeR,down,FBtr0087530
kallisto,edgeR,down,FBtr0077409
kallisto,edgeR,down,FBtr0071690
kallisto,edgeR,down,FBtr0302713
kallisto,edgeR,down,FBtr0332500
kallisto,edgeR,down,FBtr0072561
kallisto,edgeR,down,FBtr0087115
kallisto,edgeR,down,FBtr0086272
kallisto,edgeR,down,FBtr0073269
kallisto,edgeR,down,FBtr0344179
kallisto,edgeR,down,FBtr0084549
kallisto,edgeR,down,FBtr0110971
kallisto,edgeR,down,FBtr0076459
kallisto,edgeR,down,FBtr0079632
kallisto,edgeR,down,FBtr0332057
kallisto,edgeR,down,FBtr0303857
kallisto,edgeR,down,FBtr0086670
kallisto,edgeR,down,FBtr0089343
kallisto,edgeR,down,FBtr0089360
kallisto,edgeR,down,FBtr0089361
kallisto,edgeR,down,FBtr0089348
kallisto,edgeR,down,FBtr0089359
kallisto,edgeR,down,FBtr0072864
kallisto,edgeR,down,FBtr0085423
kallisto,edgeR,down,FBtr0077524
kallisto,edgeR,down,FBtr0078430
kallisto,edgeR,down,FBtr0080306
kallisto,edgeR,down,FBtr0075077
kallisto,edgeR,down,FBtr0302322
kallisto,edgeR,down,FBtr0329997
kallisto,edgeR,down,FBtr0086255
kallisto,edgeR,down,FBtr0309828
kallisto,edgeR,down,FBtr0078191
kallisto,edgeR,down,FBtr0100462
kallisto,edgeR,down,FBtr0302513
kallisto,edgeR,down,FBtr0112577
kallisto,edgeR,down,FBtr0070809
kallisto,edgeR,down,FBtr0076541
kallisto,edgeR,down,FBtr0307057
kallisto,edgeR,down,FBtr0332503
kallisto,edgeR,down,FBtr0303749
kallisto,edgeR,down,FBtr0302896
kallisto,edgeR,down,FBtr0081484
kallisto,edgeR,down,FBtr0329895
kallisto,edgeR,down,FBtr0334282
kallisto,edgeR,down,FBtr0332042
kallisto,edgeR,down,FBtr0073423
kallisto,edgeR,down,FBtr0330722
kallisto,edgeR,down,FBtr0308631
kallisto,edgeR,down,FBtr0335013
kallisto,edgeR,down,FBtr0332260
kallisto,edgeR,down,FBtr0343358
kallisto,edgeR,down,FBtr0299525
kallisto,edgeR,down,FBtr0299526
kallisto,edgeR,down,FBtr0076525
kallisto,edgeR,down,FBtr0344980
kallisto,edgeR,down,FBtr0084112
kallisto,edgeR,down,FBtr0307289
