transcript_id	gene_id	length	effective_length	expected_count	TPM	FPKM	IsoPct
FBgn0013687	FBgn0013687	4608	4566.57	0.00	0.00	0.00	0.00
FBtr0005088	FBtr0005088	2411	2369.57	9678.70	298.88	192.11	100.00
FBtr0006151	FBtr0006151	2080	2038.57	0.00	0.00	0.00	0.00
FBtr0070000	FBtr0070000	3537	3495.57	0.00	0.00	0.00	0.00
FBtr0070002	FBtr0070002	1226	1184.57	4.00	0.25	0.16	100.00
FBtr0070003	FBtr0070003	1164	1122.57	47.00	3.06	1.97	100.00
FBtr0070006	FBtr0070006	1667	1625.57	234.00	10.53	6.77	100.00
FBtr0070007	FBtr0070007	1131	1089.57	848.00	56.95	36.60	100.00
FBtr0070008	FBtr0070008	1094	1052.57	351.59	24.44	15.71	100.00
FBtr0070025	FBtr0070025	1244	1202.57	2060.60	125.38	80.59	100.00
FBtr0070026	FBtr0070026	1883	1841.57	541.00	21.50	13.82	100.00
FBtr0070027	FBtr0070027	2221	2179.57	703.11	23.61	15.17	100.00
FBtr0070028	FBtr0070028	2635	2593.57	175.91	4.96	3.19	100.00
FBtr0070029	FBtr0070029	1164	1122.57	0.00	0.00	0.00	0.00
FBtr0070032	FBtr0070032	981	939.57	7.00	0.55	0.35	100.00
FBtr0070034	FBtr0070034	4359	4317.57	1.08	0.02	0.01	100.00
FBtr0070035	FBtr0070035	1129	1087.57	3.00	0.20	0.13	100.00
FBtr0070036	FBtr0070036	611	569.57	1978.77	254.22	163.40	100.00
FBtr0070038	FBtr0070038	3000	2958.57	4039.05	99.90	64.21	100.00
FBtr0070040	FBtr0070040	439	397.57	66.51	12.24	7.87	100.00
FBtr0070041	FBtr0070041	379	337.57	1306.39	283.18	182.01	100.00
FBtr0070042	FBtr0070042	1536	1494.57	383.11	18.76	12.06	100.00
FBtr0070043	FBtr0070043	1561	1519.57	0.00	0.00	0.00	100.00
FBtr0070044	FBtr0070044	1423	1381.57	1079.54	57.18	36.75	100.00
FBtr0070045	FBtr0070045	2227	2185.57	510.00	17.08	10.97	100.00
FBtr0070046	FBtr0070046	2844	2802.57	598.00	15.61	10.04	100.00
FBtr0070050	FBtr0070050	2191	2149.57	0.00	0.00	0.00	100.00
FBtr0070051	FBtr0070051	2034	1992.57	0.00	0.00	0.00	0.00
FBtr0070052	FBtr0070052	1059	1017.57	1942.20	139.66	89.77	100.00
FBtr0070053	FBtr0070053	2418	2376.57	0.00	0.00	0.00	0.00
FBtr0070054	FBtr0070054	2034	1992.57	0.00	0.00	0.00	0.00
FBtr0070055	FBtr0070055	1060	1018.57	3.10	0.22	0.14	100.00
FBtr0070056	FBtr0070056	1838	1796.57	15.18	0.62	0.40	100.00
FBtr0070057	FBtr0070057	1995	1953.57	3.82	0.14	0.09	100.00
FBtr0070058	FBtr0070058	3132	3090.57	5573.08	131.95	84.81	100.00
FBtr0070059	FBtr0070059	3252	3210.57	113.06	2.58	1.66	100.00
FBtr0070060	FBtr0070060	3228	3186.57	155.54	3.57	2.30	100.00
FBtr0070061	FBtr0070061	3264	3222.57	249.06	5.66	3.63	100.00
FBtr0070062	FBtr0070062	3129	3087.57	301.26	7.14	4.59	100.00
FBtr0070063	FBtr0070063	6538	6496.57	816.39	9.20	5.91	100.00
FBtr0070064	FBtr0070064	2054	2012.57	561.00	20.40	13.11	100.00
FBtr0070065	FBtr0070065	2110	2068.57	0.00	0.00	0.00	100.00
FBtr0070066	FBtr0070066	3352	3310.57	7.97	0.18	0.11	100.00
FBtr0070067	FBtr0070067	3376	3334.57	0.00	0.00	0.00	100.00
FBtr0070068	FBtr0070068	3402	3360.57	0.00	0.00	0.00	100.00
FBtr0070069	FBtr0070069	1055	1013.57	0.00	0.00	0.00	0.00
FBtr0070070	FBtr0070070	1188	1146.57	220.00	14.04	9.02	100.00
FBtr0070071	FBtr0070071	2038	1996.57	612.00	22.43	14.42	100.00
FBtr0070072	FBtr0070072	917	875.57	0.00	0.00	0.00	0.00
FBtr0070073	FBtr0070073	1438	1396.57	0.00	0.00	0.00	0.00
FBtr0070074	FBtr0070074	1097	1055.57	0.00	0.00	0.00	0.00
FBtr0070075	FBtr0070075	2430	2388.57	1.00	0.03	0.02	100.00
FBtr0070076	FBtr0070076	743	701.57	0.00	0.00	0.00	0.00
FBtr0070077	FBtr0070077	532	490.57	2.65	0.40	0.25	100.00
FBtr0070078	FBtr0070078	517	475.57	82.98	12.77	8.21	100.00
FBtr0070079	FBtr0070079	2345	2303.57	139.00	4.42	2.84	100.00
FBtr0070080	FBtr0070080	1119	1077.57	0.21	0.01	0.01	100.00
FBtr0070081	FBtr0070081	5890	5848.57	0.00	0.00	0.00	100.00
FBtr0070084	FBtr0070084	5904	5862.57	0.00	0.00	0.00	100.00
FBtr0070085	FBtr0070085	3144	3102.57	460.01	10.85	6.97	100.00
FBtr0070086	FBtr0070086	3130	3088.57	0.00	0.00	0.00	100.00
FBtr0070087	FBtr0070087	5828	5786.57	0.00	0.00	0.00	100.00
FBtr0070088	FBtr0070088	1243	1201.57	244.02	14.86	9.55	100.00
FBtr0070089	FBtr0070089	1689	1647.57	184.75	8.21	5.27	100.00
FBtr0070090	FBtr0070090	1790	1748.57	27.38	1.15	0.74	100.00
FBtr0070091	FBtr0070091	2505	2463.57	212.18	6.30	4.05	100.00
FBtr0070092	FBtr0070092	1950	1908.57	2013.68	77.20	49.62	100.00
FBtr0070093	FBtr0070093	2123	2081.57	68.32	2.40	1.54	100.00
FBtr0070094	FBtr0070094	4342	4300.57	579.63	9.86	6.34	100.00
FBtr0070095	FBtr0070095	1861	1819.57	0.00	0.00	0.00	100.00
FBtr0070097	FBtr0070097	2309	2267.57	59.60	1.92	1.24	100.00
FBtr0070098	FBtr0070098	4142	4100.57	807.57	14.41	9.26	100.00
FBtr0070099	FBtr0070099	2279	2237.57	0.00	0.00	0.00	0.00
FBtr0070100	FBtr0070100	1310	1268.57	0.00	0.00	0.00	0.00
FBtr0070101	FBtr0070101	1805	1763.57	0.00	0.00	0.00	100.00
FBtr0070102	FBtr0070102	1821	1779.57	14.00	0.58	0.37	100.00
FBtr0070103	FBtr0070103	1492	1450.57	8.82	0.45	0.29	100.00
FBtr0070106	FBtr0070106	1601	1559.57	16.41	0.77	0.49	100.00
FBtr0070107	FBtr0070107	1630	1588.57	0.00	0.00	0.00	100.00
FBtr0070108	FBtr0070108	1731	1689.57	193.63	8.39	5.39	100.00
FBtr0070109	FBtr0070109	5422	5380.57	0.00	0.00	0.00	100.00
FBtr0070110	FBtr0070110	3033	2991.57	2.00	0.05	0.03	100.00
FBtr0070115	FBtr0070115	1175	1133.57	539.00	34.79	22.36	100.00
FBtr0070116	FBtr0070116	2256	2214.57	108.92	3.60	2.31	100.00
FBtr0070117	FBtr0070117	2199	2157.57	0.00	0.00	0.00	100.00
FBtr0070118	FBtr0070118	2197	2155.57	78.08	2.65	1.70	100.00
FBtr0070119	FBtr0070119	3680	3638.57	571.00	11.48	7.38	100.00
FBtr0070120	FBtr0070120	4901	4859.57	884.75	13.32	8.56	100.00
FBtr0070121	FBtr0070121	1550	1508.57	319.00	15.47	9.95	100.00
FBtr0070122	FBtr0070122	696	654.57	929.64	103.92	66.80	100.00
FBtr0070123	FBtr0070123	1087	1045.57	151.14	10.58	6.80	100.00
FBtr0070124	FBtr0070124	1472	1430.57	0.00	0.00	0.00	100.00
FBtr0070125	FBtr0070125	845	803.57	469.12	42.72	27.46	100.00
FBtr0070126	FBtr0070126	935	893.57	1205.25	98.70	63.44	100.00
FBtr0070127	FBtr0070127	1050	1008.57	114.59	8.31	5.34	100.00
FBtr0070128	FBtr0070128	913	871.57	75.12	6.31	4.05	100.00
FBtr0070129	FBtr0070129	869	827.57	17.65	1.56	1.00	100.00
FBtr0070130	FBtr0070130	8960	8918.57	0.00	0.00	0.00	100.00
FBtr0070131	FBtr0070131	8984	8942.57	441.64	3.61	2.32	100.00
FBtr0070132	FBtr0070132	8908	8866.57	0.18	0.00	0.00	100.00
FBtr0070133	FBtr0070133	8843	8801.57	0.00	0.00	0.00	100.00
FBtr0070134	FBtr0070134	1236	1194.57	525.00	32.16	20.67	100.00
FBtr0070135	FBtr0070135	2124	2082.57	272.90	9.59	6.16	100.00
FBtr0070136	FBtr0070136	2103	2061.57	250.30	8.88	5.71	100.00
FBtr0070137	FBtr0070137	2193	2151.57	65.80	2.24	1.44	100.00
FBtr0070138	FBtr0070138	2249	2207.57	7.80	0.26	0.17	100.00
FBtr0070139	FBtr0070139	2671	2629.57	0.00	0.00	0.00	0.00
FBtr0070140	FBtr0070140	3208	3166.57	604.37	13.97	8.98	100.00
FBtr0070141	FBtr0070141	1743	1701.57	734.68	31.59	20.31	100.00
FBtr0070142	FBtr0070142	475	433.57	0.00	0.00	0.00	0.00
FBtr0070145	FBtr0070145	1802	1760.57	22.00	0.91	0.59	100.00
FBtr0070146	FBtr0070146	3619	3577.57	1275.00	26.08	16.76	100.00
FBtr0070147	FBtr0070147	1603	1561.57	7.00	0.33	0.21	100.00
FBtr0070148	FBtr0070148	1100	1058.57	17560.00	1213.84	780.19	100.00
FBtr0070149	FBtr0070149	1565	1523.57	6.00	0.29	0.19	100.00
FBtr0070150	FBtr0070150	1686	1644.57	4.37	0.19	0.13	100.00
FBtr0070151	FBtr0070151	6137	6095.57	1253.06	15.04	9.67	100.00
FBtr0070155	FBtr0070155	568	526.57	2660.52	369.71	237.63	100.00
FBtr0070156	FBtr0070156	555	513.57	1069.66	152.41	97.96	100.00
FBtr0070157	FBtr0070157	535	493.57	187.78	27.84	17.89	100.00
FBtr0070158	FBtr0070158	592	550.57	69.58	9.25	5.94	100.00
FBtr0070159	FBtr0070159	387	345.57	606.00	128.32	82.48	100.00
FBtr0070160	FBtr0070160	499	457.57	150.00	23.99	15.42	100.00
FBtr0070161	FBtr0070161	4310	4268.57	135.02	2.31	1.49	100.00
FBtr0070163	FBtr0070163	881	839.57	2.00	0.17	0.11	100.00
FBtr0070164	FBtr0070164	634	592.57	0.00	0.00	0.00	0.00
FBtr0070165	FBtr0070165	602	560.57	226.88	29.62	19.04	100.00
FBtr0070167	FBtr0070167	2100	2058.57	201.09	7.15	4.59	100.00
FBtr0070168	FBtr0070168	1777	1735.57	461.62	19.46	12.51	100.00
FBtr0070169	FBtr0070169	1896	1854.57	48.04	1.90	1.22	100.00
FBtr0070170	FBtr0070170	2155	2113.57	153.05	5.30	3.41	100.00
FBtr0070171	FBtr0070171	667	625.57	0.00	0.00	0.00	0.00
FBtr0070172	FBtr0070172	590	548.57	0.00	0.00	0.00	0.00
FBtr0070173	FBtr0070173	1412	1370.57	310.00	16.55	10.64	100.00
FBtr0070174	FBtr0070174	796	754.57	5.49	0.53	0.34	100.00
FBtr0070175	FBtr0070175	1358	1316.57	53.87	2.99	1.92	100.00
FBtr0070176	FBtr0070176	3199	3157.57	653.18	15.14	9.73	100.00
FBtr0070177	FBtr0070177	4056	4014.57	0.00	0.00	0.00	100.00
FBtr0070178	FBtr0070178	4836	4794.57	423.27	6.46	4.15	100.00
FBtr0070179	FBtr0070179	1107	1065.57	3808.00	261.50	168.08	100.00
FBtr0070180	FBtr0070180	489	447.57	7.00	1.14	0.74	100.00
FBtr0070181	FBtr0070181	4766	4724.57	54.40	0.84	0.54	100.00
FBtr0070182	FBtr0070182	2214	2172.57	366.00	12.33	7.92	100.00
FBtr0070183	FBtr0070183	2462	2420.57	31.91	0.96	0.62	100.00
FBtr0070184	FBtr0070184	462	420.57	0.00	0.00	0.00	0.00
FBtr0070185	FBtr0070185	2073	2031.57	0.00	0.00	0.00	0.00
FBtr0070186	FBtr0070186	839	797.57	1.00	0.09	0.06	100.00
FBtr0070187	FBtr0070187	2496	2454.57	97.95	2.92	1.88	100.00
FBtr0070188	FBtr0070188	1515	1473.57	375.59	18.65	11.99	100.00
FBtr0070189	FBtr0070189	1545	1503.57	8.00	0.39	0.25	100.00
FBtr0070195	FBtr0070195	987	945.57	0.00	0.00	0.00	0.00
FBtr0070197	FBtr0070197	1199	1157.57	127.66	8.07	5.19	100.00
FBtr0070198	FBtr0070198	783	741.57	1.00	0.10	0.06	100.00
FBtr0070199	FBtr0070199	1430	1388.57	0.00	0.00	0.00	0.00
FBtr0070200	FBtr0070200	1413	1371.57	4.00	0.21	0.14	100.00
FBtr0070201	FBtr0070201	2704	2662.57	3.00	0.08	0.05	100.00
FBtr0070202	FBtr0070202	2579	2537.57	1.00	0.03	0.02	100.00
FBtr0070203	FBtr0070203	1603	1561.57	20.00	0.94	0.60	100.00
FBtr0070204	FBtr0070204	819	777.57	6.00	0.56	0.36	100.00
FBtr0070205	FBtr0070205	1884	1842.57	0.00	0.00	0.00	100.00
FBtr0070206	FBtr0070206	1599	1557.57	95.65	4.49	2.89	100.00
FBtr0070207	FBtr0070207	6581	6539.57	152.00	1.70	1.09	100.00
FBtr0070209	FBtr0070209	2347	2305.57	875.00	27.77	17.85	100.00
FBtr0070211	FBtr0070211	1002	960.57	20.89	1.59	1.02	100.00
FBtr0070212	FBtr0070212	2460	2418.57	736.00	22.27	14.31	100.00
FBtr0070213	FBtr0070213	690	648.57	22.00	2.48	1.60	100.00
FBtr0070215	FBtr0070215	3055	3013.57	1440.19	34.97	22.48	100.00
FBtr0070216	FBtr0070216	2708	2666.57	813.77	22.33	14.35	100.00
FBtr0070217	FBtr0070217	2853	2811.57	238.72	6.21	3.99	100.00
FBtr0070218	FBtr0070218	2739	2697.57	29.51	0.80	0.51	100.00
FBtr0070219	FBtr0070219	3697	3655.57	17.17	0.34	0.22	100.00
FBtr0070222	FBtr0070222	3438	3396.57	14.20	0.31	0.20	100.00
FBtr0070225	FBtr0070225	3784	3742.57	892.89	17.46	11.22	100.00
FBtr0070230	FBtr0070230	3382	3340.57	952.00	20.85	13.40	100.00
FBtr0070231	FBtr0070231	1713	1671.57	79.00	3.46	2.22	100.00
FBtr0070233	FBtr0070233	831	789.57	351.00	32.53	20.91	100.00
FBtr0070234	FBtr0070234	1114	1072.57	183.00	12.48	8.02	100.00
FBtr0070235	FBtr0070235	3623	3581.57	659.40	13.47	8.66	100.00
FBtr0070236	FBtr0070236	2319	2277.57	229.58	7.38	4.74	100.00
FBtr0070237	FBtr0070237	1374	1332.57	0.00	0.00	0.00	100.00
FBtr0070238	FBtr0070238	4457	4415.57	0.00	0.00	0.00	0.00
FBtr0070239	FBtr0070239	5365	5323.57	1233.82	16.96	10.90	100.00
FBtr0070241	FBtr0070241	4274	4232.57	38.93	0.67	0.43	100.00
FBtr0070244	FBtr0070244	7025	6983.57	266.43	2.79	1.79	100.00
FBtr0070245	FBtr0070245	2890	2848.57	427.00	10.97	7.05	100.00
FBtr0070249	FBtr0070249	8332	8290.57	181.22	1.60	1.03	100.00
FBtr0070250	FBtr0070250	1487	1445.57	73.56	3.72	2.39	100.00
FBtr0070251	FBtr0070251	2159	2117.57	2.00	0.07	0.04	100.00
FBtr0070252	FBtr0070252	1638	1596.57	1.00	0.05	0.03	100.00
FBtr0070253	FBtr0070253	859	817.57	0.00	0.00	0.00	100.00
FBtr0070254	FBtr0070254	753	711.57	16.53	1.70	1.09	100.00
FBtr0070255	FBtr0070255	1399	1357.57	0.00	0.00	0.00	100.00
FBtr0070256	FBtr0070256	1289	1247.57	630.00	36.95	23.75	100.00
FBtr0070257	FBtr0070257	1082	1040.57	67.00	4.71	3.03	100.00
FBtr0070258	FBtr0070258	1333	1291.57	88.96	5.04	3.24	100.00
FBtr0070259	FBtr0070259	2082	2040.57	7335.75	263.06	169.08	100.00
FBtr0070260	FBtr0070260	3254	3212.57	277.76	6.33	4.07	100.00
FBtr0070261	FBtr0070261	3867	3825.57	34.79	0.67	0.43	100.00
FBtr0070262	FBtr0070262	4419	4377.57	0.00	0.00	0.00	0.00
FBtr0070263	FBtr0070263	7839	7797.57	511.59	4.80	3.09	100.00
FBtr0070265	FBtr0070265	8223	8181.57	15.82	0.14	0.09	100.00
FBtr0070266	FBtr0070266	4236	4194.57	0.00	0.00	0.00	100.00
FBtr0070269	FBtr0070269	3161	3119.57	1525.00	35.77	22.99	100.00
FBtr0070270	FBtr0070270	2540	2498.57	1798.83	52.68	33.86	100.00
FBtr0070272	FBtr0070272	2139	2097.57	138.00	4.81	3.09	100.00
FBtr0070277	FBtr0070277	2149	2107.57	1270.31	44.10	28.35	100.00
FBtr0070278	FBtr0070278	1115	1073.57	0.00	0.00	0.00	0.00
FBtr0070279	FBtr0070279	2210	2168.57	551.42	18.61	11.96	100.00
FBtr0070283	FBtr0070283	829	787.57	643.36	59.78	38.42	100.00
FBtr0070284	FBtr0070284	6411	6369.57	134.29	1.54	0.99	100.00
FBtr0070285	FBtr0070285	457	415.57	0.00	0.00	0.00	0.00
FBtr0070288	FBtr0070288	4176	4134.57	0.00	0.00	0.00	100.00
FBtr0070289	FBtr0070289	1109	1067.57	287.18	19.68	12.65	100.00
FBtr0070290	FBtr0070290	1083	1041.57	64688.86	4544.61	2921.05	100.00
FBtr0070293	FBtr0070293	1466	1424.57	0.00	0.00	0.00	100.00
FBtr0070294	FBtr0070294	1564	1522.57	230.00	11.05	7.10	100.00
FBtr0070295	FBtr0070295	1063	1021.57	53.00	3.80	2.44	100.00
FBtr0070296	FBtr0070296	1634	1592.57	842.00	38.69	24.87	100.00
FBtr0070297	FBtr0070297	2040	1998.57	932.67	34.15	21.95	100.00
FBtr0070298	FBtr0070298	870	828.57	27.00	2.38	1.53	100.00
FBtr0070299	FBtr0070299	2648	2606.57	0.00	0.00	0.00	100.00
FBtr0070300	FBtr0070300	6645	6603.57	0.00	0.00	0.00	100.00
FBtr0070301	FBtr0070301	803	761.57	1.00	0.10	0.06	100.00
FBtr0070308	FBtr0070308	842	800.57	805.00	73.58	47.29	100.00
FBtr0070310	FBtr0070310	3419	3377.57	1270.92	27.53	17.70	100.00
FBtr0070311	FBtr0070311	2543	2501.57	2915.45	85.28	54.81	100.00
FBtr0070312	FBtr0070312	1704	1662.57	1553.63	68.38	43.95	100.00
FBtr0070313	FBtr0070313	1019	977.57	3.93	0.29	0.19	100.00
FBtr0070314	FBtr0070314	869	827.57	748.20	66.16	42.52	100.00
FBtr0070315	FBtr0070315	3459	3417.57	1704.31	36.49	23.45	100.00
FBtr0070316	FBtr0070316	6065	6023.57	985.11	11.97	7.69	100.00
FBtr0070317	FBtr0070317	3688	3646.57	2214.45	44.44	28.56	100.00
FBtr0070318	FBtr0070318	1791	1749.57	1410.73	59.00	37.92	100.00
FBtr0070319	FBtr0070319	1747	1705.57	121.04	5.19	3.34	100.00
FBtr0070320	FBtr0070320	1648	1606.57	0.00	0.00	0.00	100.00
FBtr0070321	FBtr0070321	1105	1063.57	235.00	16.17	10.39	100.00
FBtr0070326	FBtr0070326	7368	7326.57	1036.63	10.35	6.65	100.00
FBtr0070328	FBtr0070328	1097	1055.57	38.00	2.63	1.69	100.00
FBtr0070330	FBtr0070330	2070	2028.57	291.04	10.50	6.75	100.00
FBtr0070331	FBtr0070331	923	881.57	1054.99	87.57	56.28	100.00
FBtr0070334	FBtr0070334	2436	2394.57	3250.70	99.34	63.85	100.00
FBtr0070335	FBtr0070335	2466	2424.57	193.98	5.85	3.76	100.00
FBtr0070336	FBtr0070336	2371	2329.57	326.77	10.26	6.60	100.00
FBtr0070337	FBtr0070337	2097	2055.57	188.33	6.70	4.31	100.00
FBtr0070338	FBtr0070338	920	878.57	68.00	5.66	3.64	100.00
FBtr0070339	FBtr0070339	2664	2622.57	2376.00	66.29	42.61	100.00
FBtr0070340	FBtr0070340	5230	5188.57	398.13	5.61	3.61	100.00
FBtr0070341	FBtr0070341	2941	2899.57	0.00	0.00	0.00	100.00
FBtr0070342	FBtr0070342	583	541.57	6.08	0.82	0.53	100.00
FBtr0070343	FBtr0070343	3511	3469.57	0.00	0.00	0.00	100.00
FBtr0070344	FBtr0070344	3511	3469.57	1483.78	31.29	20.11	100.00
FBtr0070345	FBtr0070345	4868	4826.57	0.00	0.00	0.00	0.00
FBtr0070346	FBtr0070346	2515	2473.57	1709.66	50.58	32.51	100.00
FBtr0070347	FBtr0070347	1203	1161.57	1899.00	119.63	76.89	100.00
FBtr0070349	FBtr0070349	2341	2299.57	463.00	14.73	9.47	100.00
FBtr0070350	FBtr0070350	2297	2255.57	1844.00	59.82	38.45	100.00
FBtr0070351	FBtr0070351	2447	2405.57	251.69	7.66	4.92	100.00
FBtr0070352	FBtr0070352	4251	4209.57	86.72	1.51	0.97	100.00
FBtr0070353	FBtr0070353	3221	3179.57	726.97	16.73	10.75	100.00
FBtr0070354	FBtr0070354	3670	3628.57	50.74	1.02	0.66	100.00
FBtr0070355	FBtr0070355	937	895.57	85.00	6.95	4.46	100.00
FBtr0070356	FBtr0070356	818	776.57	540.20	50.90	32.72	100.00
FBtr0070362	FBtr0070362	8251	8209.57	3742.78	33.36	21.44	100.00
FBtr0070363	FBtr0070363	8314	8272.57	0.00	0.00	0.00	100.00
FBtr0070364	FBtr0070364	501	459.57	858.39	136.67	87.85	100.00
FBtr0070365	FBtr0070365	508	466.57	601.27	94.30	60.61	100.00
FBtr0070366	FBtr0070366	1100	1058.57	812.42	56.16	36.10	100.00
FBtr0070367	FBtr0070367	2158	2116.57	154.96	5.36	3.44	100.00
FBtr0070368	FBtr0070368	1972	1930.57	531.12	20.13	12.94	100.00
FBtr0070369	FBtr0070369	3451	3409.57	453.84	9.74	6.26	100.00
FBtr0070370	FBtr0070370	3385	3343.57	368.48	8.06	5.18	100.00
FBtr0070371	FBtr0070371	2170	2128.57	1915.10	65.84	42.32	100.00
FBtr0070372	FBtr0070372	720	678.57	674.87	72.77	46.78	100.00
FBtr0070374	FBtr0070374	720	678.57	0.00	0.00	0.00	100.00
FBtr0070375	FBtr0070375	1240	1198.57	1438.03	87.79	56.43	100.00
FBtr0070376	FBtr0070376	2970	2928.57	1361.76	34.03	21.87	100.00
FBtr0070377	FBtr0070377	2860	2818.57	1901.92	49.38	31.74	100.00
FBtr0070378	FBtr0070378	4560	4518.57	725.95	11.76	7.56	100.00
FBtr0070379	FBtr0070379	7664	7622.57	260.13	2.50	1.61	100.00
FBtr0070380	FBtr0070380	4106	4064.57	218.52	3.93	2.53	100.00
FBtr0070381	FBtr0070381	1862	1820.57	807.02	32.44	20.85	100.00
FBtr0070382	FBtr0070382	1966	1924.57	31.14	1.18	0.76	100.00
FBtr0070383	FBtr0070383	1987	1945.57	71.84	2.70	1.74	100.00
FBtr0070384	FBtr0070384	1895	1853.57	57.17	2.26	1.45	100.00
FBtr0070385	FBtr0070385	1948	1906.57	0.00	0.00	0.00	100.00
FBtr0070386	FBtr0070386	512	470.57	607.03	94.39	60.67	100.00
FBtr0070387	FBtr0070387	1582	1540.57	46.42	2.21	1.42	100.00
FBtr0070388	FBtr0070388	1822	1780.57	103.00	4.23	2.72	100.00
FBtr0070389	FBtr0070389	1638	1596.57	269.04	12.33	7.93	100.00
FBtr0070390	FBtr0070390	372	330.57	399.00	88.32	56.77	100.00
FBtr0070392	FBtr0070392	891	849.57	260.00	22.39	14.39	100.00
FBtr0070393	FBtr0070393	2955	2913.57	148.00	3.72	2.39	100.00
FBtr0070396	FBtr0070396	3052	3010.57	564.00	13.71	8.81	100.00
FBtr0070397	FBtr0070397	1267	1225.57	12.00	0.72	0.46	100.00
FBtr0070398	FBtr0070398	1921	1879.57	743.68	28.95	18.61	100.00
FBtr0070399	FBtr0070399	1643	1601.57	13.00	0.59	0.38	100.00
FBtr0070401	FBtr0070401	3247	3205.57	1084.33	24.75	15.91	100.00
FBtr0070402	FBtr0070402	4269	4227.57	773.77	13.39	8.61	100.00
FBtr0070403	FBtr0070403	5069	5027.57	217.99	3.17	2.04	100.00
FBtr0070404	FBtr0070404	4599	4557.57	171.10	2.75	1.77	100.00
FBtr0070405	FBtr0070405	653	611.57	273.71	32.75	21.05	100.00
FBtr0070406	FBtr0070406	1908	1866.57	623.51	24.44	15.71	100.00
FBtr0070407	FBtr0070407	952	910.57	11.68	0.94	0.60	100.00
FBtr0070408	FBtr0070408	2079	2037.57	524.90	18.85	12.12	100.00
FBtr0070411	FBtr0070411	3175	3133.57	6888.15	160.85	103.39	100.00
FBtr0070412	FBtr0070412	2656	2614.57	366.12	10.25	6.59	100.00
FBtr0070414	FBtr0070414	2163	2121.57	262.28	9.05	5.81	100.00
FBtr0070415	FBtr0070415	3979	3937.57	55.69	1.03	0.67	100.00
FBtr0070416	FBtr0070416	1219	1177.57	637.13	39.59	25.45	100.00
FBtr0070417	FBtr0070417	1247	1205.57	26.99	1.64	1.05	100.00
FBtr0070418	FBtr0070418	2332	2290.57	1314.00	41.98	26.98	100.00
FBtr0070419	FBtr0070419	3927	3885.57	0.00	0.00	0.00	100.00
FBtr0070420	FBtr0070420	3766	3724.57	4178.78	82.10	52.77	100.00
FBtr0070421	FBtr0070421	1547	1505.57	8.69	0.42	0.27	100.00
FBtr0070422	FBtr0070422	1749	1707.57	1.60	0.07	0.04	100.00
FBtr0070423	FBtr0070423	1681	1639.57	2.00	0.09	0.06	100.00
FBtr0070424	FBtr0070424	1109	1067.57	0.00	0.00	0.00	0.00
FBtr0070425	FBtr0070425	1791	1749.57	1217.96	50.94	32.74	100.00
FBtr0070426	FBtr0070426	1685	1643.57	24.00	1.07	0.69	100.00
FBtr0070427	FBtr0070427	1644	1602.57	71.08	3.25	2.09	100.00
FBtr0070428	FBtr0070428	1685	1643.57	52.92	2.36	1.51	100.00
FBtr0070429	FBtr0070429	6768	6726.57	1512.74	16.46	10.58	100.00
FBtr0070430	FBtr0070430	5067	5025.57	743.53	10.83	6.96	100.00
FBtr0070431	FBtr0070431	748	706.57	817.53	84.66	54.42	100.00
FBtr0070432	FBtr0070432	5940	5898.57	512.60	6.36	4.09	100.00
FBtr0070433	FBtr0070433	5821	5779.57	179.95	2.28	1.46	100.00
FBtr0070434	FBtr0070434	1936	1894.57	1604.97	61.99	39.84	100.00
FBtr0070435	FBtr0070435	2599	2557.57	13.68	0.39	0.25	100.00
FBtr0070436	FBtr0070436	2910	2868.57	30.73	0.78	0.50	100.00
FBtr0070437	FBtr0070437	958	916.57	0.00	0.00	0.00	100.00
FBtr0070438	FBtr0070438	1634	1592.57	528.47	24.28	15.61	100.00
FBtr0070439	FBtr0070439	3595	3553.57	1755.60	36.15	23.24	100.00
FBtr0070440	FBtr0070440	3303	3261.57	619.96	13.91	8.94	100.00
FBtr0070441	FBtr0070441	2567	2525.57	1897.68	54.98	35.34	100.00
FBtr0070442	FBtr0070442	2045	2003.57	495.60	18.10	11.63	100.00
FBtr0070445	FBtr0070445	1280	1238.57	384.60	22.72	14.60	100.00
FBtr0070446	FBtr0070446	1027	985.57	8048.00	597.52	384.06	100.00
FBtr0070447	FBtr0070447	1762	1720.57	487.32	20.73	13.32	100.00
FBtr0070448	FBtr0070448	4527	4485.57	759.57	12.39	7.96	100.00
FBtr0070457	FBtr0070457	4223	4181.57	1194.59	20.90	13.44	100.00
FBtr0070458	FBtr0070458	2721	2679.57	147.89	4.04	2.60	100.00
FBtr0070459	FBtr0070459	663	621.57	471.85	55.55	35.70	100.00
FBtr0070460	FBtr0070460	1780	1738.57	61.86	2.60	1.67	100.00
FBtr0070461	FBtr0070461	931	889.57	0.00	0.00	0.00	0.00
FBtr0070462	FBtr0070462	1537	1495.57	0.00	0.00	0.00	0.00
FBtr0070466	FBtr0070466	2847	2805.57	48.47	1.26	0.81	100.00
FBtr0070467	FBtr0070467	2929	2887.57	0.00	0.00	0.00	0.00
FBtr0070468	FBtr0070468	3055	3013.57	683.86	16.61	10.67	100.00
FBtr0070469	FBtr0070469	4244	4202.57	1723.86	30.02	19.29	100.00
FBtr0070470	FBtr0070470	3110	3068.57	0.00	0.00	0.00	100.00
