transcript_id	gene_id	length	effective_length	expected_count	TPM	FPKM	IsoPct
FBtr0303079	FBtr0303079	2650	2608.57	0.50	0.01	0.01	100.00
FBtr0303080	FBtr0303080	6920	6878.57	0.00	0.00	0.00	0.00
FBtr0303081	FBtr0303081	6608	6566.57	0.00	0.00	0.00	0.00
FBtr0303082	FBtr0303082	6904	6862.57	0.00	0.00	0.00	0.00
FBtr0303083	FBtr0303083	7121	7079.57	0.00	0.00	0.00	0.00
FBtr0303084	FBtr0303084	630	588.57	0.00	0.00	0.00	0.00
FBtr0303085	FBtr0303085	571	529.57	0.00	0.00	0.00	0.00
FBtr0303086	FBtr0303086	519	477.57	0.00	0.00	0.00	0.00
FBtr0303093	FBtr0303093	1023	981.57	0.00	0.00	0.00	0.00
FBtr0303094	FBtr0303094	1381	1339.57	0.00	0.00	0.00	0.00
FBtr0303095	FBtr0303095	5651	5609.57	3.08	0.04	0.03	100.00
FBtr0303096	FBtr0303096	1250	1208.57	1901.56	115.13	74.00	100.00
FBtr0303097	FBtr0303097	2418	2376.57	204.76	6.30	4.05	100.00
FBtr0303099	FBtr0303099	904	862.57	0.00	0.00	0.00	100.00
FBtr0303100	FBtr0303100	4930	4888.57	33.20	0.50	0.32	100.00
FBtr0303101	FBtr0303101	903	861.57	0.00	0.00	0.00	0.00
FBtr0303102	FBtr0303102	3727	3685.57	0.00	0.00	0.00	100.00
FBtr0303103	FBtr0303103	4073	4031.57	9.00	0.16	0.10	100.00
FBtr0303104	FBtr0303104	3372	3330.57	35.62	0.78	0.50	100.00
FBtr0303105	FBtr0303105	4270	4228.57	0.00	0.00	0.00	100.00
FBtr0303106	FBtr0303106	12090	12048.57	337.00	2.05	1.32	100.00
FBtr0303107	FBtr0303107	5503	5461.57	1040.51	13.94	8.96	100.00
FBtr0303108	FBtr0303108	5249	5207.57	0.00	0.00	0.00	100.00
FBtr0303109	FBtr0303109	5149	5107.57	1069.58	15.32	9.85	100.00
FBtr0303111	FBtr0303111	13764	13722.57	0.00	0.00	0.00	0.00
FBtr0303112	FBtr0303112	14130	14088.57	0.00	0.00	0.00	0.00
FBtr0303113	FBtr0303113	14438	14396.57	0.00	0.00	0.00	0.00
FBtr0303114	FBtr0303114	14120	14078.57	0.00	0.00	0.00	0.00
FBtr0303115	FBtr0303115	15005	14963.57	0.00	0.00	0.00	0.00
FBtr0303117	FBtr0303117	13700	13658.57	0.00	0.00	0.00	100.00
FBtr0303118	FBtr0303118	7820	7778.57	0.00	0.00	0.00	0.00
FBtr0303119	FBtr0303119	4752	4710.57	0.00	0.00	0.00	0.00
FBtr0303120	FBtr0303120	2780	2738.57	10.64	0.28	0.18	100.00
FBtr0303121	FBtr0303121	13793	13751.57	0.00	0.00	0.00	100.00
FBtr0303122	FBtr0303122	8886	8844.57	0.00	0.00	0.00	0.00
FBtr0303123	FBtr0303123	14018	13976.57	0.00	0.00	0.00	0.00
FBtr0303124	FBtr0303124	14309	14267.57	0.00	0.00	0.00	100.00
FBtr0303125	FBtr0303125	42128	42086.57	0.00	0.00	0.00	100.00
FBtr0303148	FBtr0303148	7109	7067.57	143.75	1.49	0.96	100.00
FBtr0303149	FBtr0303149	1206	1164.57	0.00	0.00	0.00	0.00
FBtr0303150	FBtr0303150	1215	1173.57	309.00	19.27	12.38	100.00
FBtr0303151	FBtr0303151	1687	1645.57	18.74	0.83	0.54	100.00
FBtr0303152	FBtr0303152	1777	1735.57	47.76	2.01	1.29	100.00
FBtr0303153	FBtr0303153	1485	1443.57	17.32	0.88	0.56	100.00
FBtr0303154	FBtr0303154	2872	2830.57	244.82	6.33	4.07	100.00
FBtr0303155	FBtr0303155	1900	1858.57	0.00	0.00	0.00	0.00
FBtr0303156	FBtr0303156	572	530.57	35.18	4.85	3.12	100.00
FBtr0303157	FBtr0303157	901	859.57	0.00	0.00	0.00	100.00
FBtr0303158	FBtr0303158	610	568.57	36.00	4.63	2.98	100.00
FBtr0303159	FBtr0303159	4539	4497.57	576.15	9.37	6.03	100.00
FBtr0303160	FBtr0303160	1324	1282.57	6.31	0.36	0.23	100.00
FBtr0303161	FBtr0303161	2639	2597.57	1052.91	29.66	19.06	100.00
FBtr0303162	FBtr0303162	5506	5464.57	0.00	0.00	0.00	100.00
FBtr0303163	FBtr0303163	6515	6473.57	3148.62	35.59	22.88	100.00
FBtr0303164	FBtr0303164	1486	1444.57	30.41	1.54	0.99	100.00
FBtr0303165	FBtr0303165	1834	1792.57	157.81	6.44	4.14	100.00
FBtr0303195	FBtr0303195	5618	5576.57	181.71	2.38	1.53	100.00
FBtr0303197	FBtr0303197	513	471.57	2.00	0.31	0.20	100.00
FBtr0303198	FBtr0303198	5524	5482.57	1988.75	26.54	17.06	100.00
FBtr0303199	FBtr0303199	5063	5021.57	735.96	10.72	6.89	100.00
FBtr0303200	FBtr0303200	4135	4093.57	5.38	0.10	0.06	100.00
FBtr0303201	FBtr0303201	4026	3984.57	0.00	0.00	0.00	100.00
FBtr0303202	FBtr0303202	4135	4093.57	5.38	0.10	0.06	100.00
FBtr0303203	FBtr0303203	3453	3411.57	2.83	0.06	0.04	100.00
FBtr0303204	FBtr0303204	425	383.57	0.00	0.00	0.00	0.00
FBtr0303205	FBtr0303205	11195	11153.57	106.31	0.70	0.45	100.00
FBtr0303206	FBtr0303206	17444	17402.57	0.00	0.00	0.00	100.00
FBtr0303207	FBtr0303207	2375	2333.57	0.99	0.03	0.02	100.00
FBtr0303208	FBtr0303208	708	666.57	0.00	0.00	0.00	100.00
FBtr0303210	FBtr0303210	1752	1710.57	2.00	0.09	0.05	100.00
FBtr0303217	FBtr0303217	2327	2285.57	0.00	0.00	0.00	100.00
FBtr0303218	FBtr0303218	1472	1430.57	0.00	0.00	0.00	0.00
FBtr0303219	FBtr0303219	4222	4180.57	7.00	0.12	0.08	100.00
FBtr0303220	FBtr0303220	2237	2195.57	49.57	1.65	1.06	100.00
FBtr0303221	FBtr0303221	1927	1885.57	221.43	8.59	5.52	100.00
FBtr0303222	FBtr0303222	1734	1692.57	586.77	25.37	16.30	100.00
FBtr0303223	FBtr0303223	12891	12849.57	18.00	0.10	0.07	100.00
FBtr0303224	FBtr0303224	4521	4479.57	0.00	0.00	0.00	100.00
FBtr0303225	FBtr0303225	1671	1629.57	316.93	14.23	9.15	100.00
FBtr0303226	FBtr0303226	1710	1668.57	452.13	19.83	12.74	100.00
FBtr0303227	FBtr0303227	3588	3546.57	14.36	0.30	0.19	100.00
FBtr0303228	FBtr0303228	4252	4210.57	121.99	2.12	1.36	100.00
FBtr0303229	FBtr0303229	1888	1846.57	306.17	12.13	7.80	100.00
FBtr0303230	FBtr0303230	1648	1606.57	1.00	0.05	0.03	100.00
FBtr0303231	FBtr0303231	865	823.57	0.00	0.00	0.00	0.00
FBtr0303232	FBtr0303232	702	660.57	65.00	7.20	4.63	100.00
FBtr0303233	FBtr0303233	593	551.57	29.84	3.96	2.54	100.00
FBtr0303234	FBtr0303234	2035	1993.57	63.65	2.34	1.50	100.00
FBtr0303235	FBtr0303235	1398	1356.57	97.02	5.23	3.36	100.00
FBtr0303236	FBtr0303236	2177	2135.57	507.12	17.38	11.17	100.00
FBtr0303237	FBtr0303237	3029	2987.57	86.53	2.12	1.36	100.00
FBtr0303240	FBtr0303240	1032	990.57	29.00	2.14	1.38	100.00
FBtr0303241	FBtr0303241	4041	3999.57	115.49	2.11	1.36	100.00
FBtr0303242	FBtr0303242	1838	1796.57	0.00	0.00	0.00	0.00
FBtr0303243	FBtr0303243	1648	1606.57	0.00	0.00	0.00	0.00
FBtr0303245	FBtr0303245	2827	2785.57	0.00	0.00	0.00	100.00
FBtr0303246	FBtr0303246	2319	2277.57	4275.26	137.36	88.29	100.00
FBtr0303247	FBtr0303247	2602	2560.57	2057.76	58.80	37.80	100.00
FBtr0303248	FBtr0303248	516	474.57	11.86	1.83	1.18	100.00
FBtr0303249	FBtr0303249	887	845.57	19.00	1.64	1.06	100.00
FBtr0303250	FBtr0303250	2051	2009.57	0.00	0.00	0.00	100.00
FBtr0303251	FBtr0303251	2855	2813.57	0.00	0.00	0.00	100.00
FBtr0303252	FBtr0303252	1174	1132.57	0.00	0.00	0.00	0.00
FBtr0303253	FBtr0303253	1068	1026.57	0.00	0.00	0.00	0.00
FBtr0303254	FBtr0303254	1931	1889.57	6.53	0.25	0.16	100.00
FBtr0303255	FBtr0303255	2189	2147.57	5.15	0.18	0.11	100.00
FBtr0303256	FBtr0303256	1664	1622.57	0.00	0.00	0.00	100.00
FBtr0303258	FBtr0303258	2024	1982.57	2717.34	100.29	64.46	100.00
FBtr0303259	FBtr0303259	4919	4877.57	55.36	0.83	0.53	100.00
FBtr0303260	FBtr0303260	2983	2941.57	0.00	0.00	0.00	100.00
FBtr0303261	FBtr0303261	2879	2837.57	71.32	1.84	1.18	100.00
FBtr0303262	FBtr0303262	1281	1239.57	0.00	0.00	0.00	100.00
FBtr0303263	FBtr0303263	1322	1280.57	0.00	0.00	0.00	0.00
FBtr0303264	FBtr0303264	5470	5428.57	12.25	0.17	0.11	100.00
FBtr0303265	FBtr0303265	1314	1272.57	234.45	13.48	8.67	100.00
FBtr0303267	FBtr0303267	2310	2268.57	0.00	0.00	0.00	100.00
FBtr0303268	FBtr0303268	3265	3223.57	1158.92	26.31	16.91	100.00
FBtr0303269	FBtr0303269	1334	1292.57	15.13	0.86	0.55	100.00
FBtr0303270	FBtr0303270	2857	2815.57	0.00	0.00	0.00	0.00
FBtr0303271	FBtr0303271	6880	6838.57	1123.78	12.02	7.73	100.00
FBtr0303272	FBtr0303272	6348	6306.57	335.13	3.89	2.50	100.00
FBtr0303273	FBtr0303273	6732	6690.57	217.36	2.38	1.53	100.00
FBtr0303274	FBtr0303274	3774	3732.57	352.48	6.91	4.44	100.00
FBtr0303275	FBtr0303275	4450	4408.57	0.00	0.00	0.00	100.00
FBtr0303276	FBtr0303276	4308	4266.57	130.70	2.24	1.44	100.00
FBtr0303277	FBtr0303277	10534	10492.57	0.00	0.00	0.00	100.00
FBtr0303278	FBtr0303278	1407	1365.57	0.00	0.00	0.00	0.00
FBtr0303279	FBtr0303279	1412	1370.57	5.00	0.27	0.17	100.00
FBtr0303280	FBtr0303280	6066	6024.57	0.00	0.00	0.00	0.00
FBtr0303281	FBtr0303281	422	380.57	4.00	0.77	0.49	100.00
FBtr0303282	FBtr0303282	791	749.57	0.00	0.00	0.00	0.00
FBtr0303283	FBtr0303283	663	621.57	0.00	0.00	0.00	0.00
FBtr0303284	FBtr0303284	910	868.57	8.11	0.68	0.44	100.00
FBtr0303285	FBtr0303285	3649	3607.57	0.00	0.00	0.00	100.00
FBtr0303286	FBtr0303286	9497	9455.57	93.56	0.72	0.47	100.00
FBtr0303287	FBtr0303287	3094	3052.57	1180.72	28.30	18.19	100.00
FBtr0303288	FBtr0303288	825	783.57	266.83	24.92	16.02	100.00
FBtr0303290	FBtr0303290	2292	2250.57	137.40	4.47	2.87	100.00
FBtr0303292	FBtr0303292	2656	2614.57	15.69	0.44	0.28	100.00
FBtr0303293	FBtr0303293	11515	11473.57	8095.00	51.63	33.18	100.00
FBtr0303294	FBtr0303294	3407	3365.57	63.35	1.38	0.89	100.00
FBtr0303295	FBtr0303295	815	773.57	0.00	0.00	0.00	0.00
FBtr0303301	FBtr0303301	1457	1415.57	0.00	0.00	0.00	0.00
FBtr0303303	FBtr0303303	631	589.57	0.00	0.00	0.00	0.00
FBtr0303304	FBtr0303304	359	317.57	0.00	0.00	0.00	0.00
FBtr0303307	FBtr0303307	363	321.57	0.00	0.00	0.00	0.00
FBtr0303308	FBtr0303308	1541	1499.57	1177.88	57.48	36.94	100.00
FBtr0303309	FBtr0303309	1139	1097.57	0.00	0.00	0.00	0.00
FBtr0303310	FBtr0303310	600	558.57	2.00	0.26	0.17	100.00
FBtr0303311	FBtr0303311	679	637.57	0.00	0.00	0.00	0.00
FBtr0303313	FBtr0303313	423	381.57	0.00	0.00	0.00	0.00
FBtr0303334	FBtr0303334	1746	1704.57	0.00	0.00	0.00	100.00
FBtr0303335	FBtr0303335	1740	1698.57	0.00	0.00	0.00	100.00
FBtr0303336	FBtr0303336	2704	2662.57	162.05	4.45	2.86	100.00
FBtr0303337	FBtr0303337	2945	2903.57	251.20	6.33	4.07	100.00
FBtr0303338	FBtr0303338	2784	2742.57	946.10	25.24	16.22	100.00
FBtr0303339	FBtr0303339	2986	2944.57	0.00	0.00	0.00	100.00
FBtr0303341	FBtr0303341	11139	11097.57	8219.00	54.19	34.83	100.00
FBtr0303342	FBtr0303342	5240	5198.57	0.00	0.00	0.00	0.00
FBtr0303343	FBtr0303343	3760	3718.57	0.00	0.00	0.00	100.00
FBtr0303364	FBtr0303364	7500	7458.57	7549.64	74.07	47.61	100.00
FBtr0303375	FBtr0303375	3445	3403.57	0.00	0.00	0.00	100.00
FBtr0303376	FBtr0303376	2021	1979.57	3.00	0.11	0.07	100.00
FBtr0303377	FBtr0303377	1971	1929.57	0.00	0.00	0.00	0.00
FBtr0303378	FBtr0303378	2043	2001.57	0.00	0.00	0.00	100.00
FBtr0303379	FBtr0303379	434	392.57	0.00	0.00	0.00	0.00
FBtr0303380	FBtr0303380	568	526.57	0.00	0.00	0.00	0.00
FBtr0303381	FBtr0303381	1238	1196.57	139.66	8.54	5.49	100.00
FBtr0303383	FBtr0303383	25760	25718.57	0.00	0.00	0.00	0.00
FBtr0303384	FBtr0303384	30030	29988.57	365.49	0.89	0.57	100.00
FBtr0303385	FBtr0303385	39327	39285.57	5476.04	10.20	6.56	100.00
FBtr0303386	FBtr0303386	2610	2568.57	773.79	22.04	14.17	100.00
FBtr0303387	FBtr0303387	43121	43079.57	30727.27	52.19	33.55	100.00
FBtr0303388	FBtr0303388	37913	37871.57	0.00	0.00	0.00	100.00
FBtr0303389	FBtr0303389	36339	36297.57	141.68	0.29	0.18	100.00
FBtr0303390	FBtr0303390	593	551.57	4.00	0.53	0.34	100.00
FBtr0303391	FBtr0303391	660	618.57	5.00	0.59	0.38	100.00
FBtr0303392	FBtr0303392	767	725.57	0.00	0.00	0.00	0.00
FBtr0303393	FBtr0303393	872	830.57	0.00	0.00	0.00	0.00
FBtr0303395	FBtr0303395	626	584.57	0.00	0.00	0.00	0.00
FBtr0303396	FBtr0303396	732	690.57	0.00	0.00	0.00	0.00
FBtr0303402	FBtr0303402	1824	1782.57	116.82	4.80	3.08	100.00
FBtr0303404	FBtr0303404	2594	2552.57	167.78	4.81	3.09	100.00
FBtr0303405	FBtr0303405	1894	1852.57	12.91	0.51	0.33	100.00
FBtr0303406	FBtr0303406	1868	1826.57	141.58	5.67	3.65	100.00
FBtr0303407	FBtr0303407	2132	2090.57	95.36	3.34	2.15	100.00
FBtr0303408	FBtr0303408	2084	2042.57	0.00	0.00	0.00	100.00
FBtr0303409	FBtr0303409	2818	2776.57	95.70	2.52	1.62	100.00
FBtr0303410	FBtr0303410	3878	3836.57	0.00	0.00	0.00	100.00
FBtr0303412	FBtr0303412	256	214.57	1.00	0.34	0.22	100.00
FBtr0303413	FBtr0303413	925	883.57	0.00	0.00	0.00	0.00
FBtr0303414	FBtr0303414	1141	1099.57	383.00	25.49	16.38	100.00
FBtr0303415	FBtr0303415	4077	4035.57	12.78	0.23	0.15	100.00
FBtr0303416	FBtr0303416	799	757.57	3.00	0.29	0.19	100.00
FBtr0303417	FBtr0303417	258	216.57	0.00	0.00	0.00	0.00
FBtr0303418	FBtr0303418	2604	2562.57	887.34	25.34	16.29	100.00
FBtr0303419	FBtr0303419	2619	2577.57	435.30	12.36	7.94	100.00
FBtr0303420	FBtr0303420	2552	2510.57	3.00	0.09	0.06	100.00
FBtr0303421	FBtr0303421	880	838.57	3.00	0.26	0.17	100.00
FBtr0303422	FBtr0303422	2777	2735.57	0.00	0.00	0.00	100.00
FBtr0303425	FBtr0303425	728	686.57	0.00	0.00	0.00	0.00
FBtr0303428	FBtr0303428	282	240.57	0.00	0.00	0.00	0.00
FBtr0303429	FBtr0303429	2075	2033.57	0.00	0.00	0.00	0.00
FBtr0303430	FBtr0303430	2392	2350.57	141.20	4.40	2.83	100.00
FBtr0303431	FBtr0303431	3320	3278.57	585.85	13.08	8.40	100.00
FBtr0303432	FBtr0303432	2069	2027.57	4.14	0.15	0.10	100.00
FBtr0303433	FBtr0303433	3023	2981.57	0.00	0.00	0.00	100.00
FBtr0303434	FBtr0303434	3240	3198.57	789.98	18.07	11.62	100.00
FBtr0303435	FBtr0303435	3560	3518.57	0.00	0.00	0.00	0.00
FBtr0303437	FBtr0303437	2191	2149.57	0.00	0.00	0.00	100.00
FBtr0303440	FBtr0303440	3621	3579.57	14.29	0.29	0.19	100.00
FBtr0303442	FBtr0303442	450	408.57	1.43	0.26	0.16	100.00
FBtr0303443	FBtr0303443	510	468.57	5.00	0.78	0.50	100.00
FBtr0303445	FBtr0303445	1929	1887.57	24.33	0.94	0.61	100.00
FBtr0303447	FBtr0303447	950	908.57	696.96	56.13	36.08	100.00
FBtr0303454	FBtr0303454	5793	5751.57	480.50	6.11	3.93	100.00
FBtr0303455	FBtr0303455	1139	1097.57	55.10	3.67	2.36	100.00
FBtr0303457	FBtr0303457	1212	1170.57	556.00	34.76	22.34	100.00
FBtr0303458	FBtr0303458	938	896.57	0.00	0.00	0.00	0.00
FBtr0303459	FBtr0303459	1044	1002.57	2293.22	167.37	107.58	100.00
FBtr0303460	FBtr0303460	425	383.57	0.00	0.00	0.00	0.00
FBtr0303463	FBtr0303463	386	344.57	15.00	3.19	2.05	100.00
FBtr0303464	FBtr0303464	2068	2026.57	9144.77	330.19	212.23	100.00
FBtr0303465	FBtr0303465	1758	1716.57	66.88	2.85	1.83	100.00
FBtr0303466	FBtr0303466	486	444.57	0.00	0.00	0.00	0.00
FBtr0303467	FBtr0303467	2560	2518.57	0.00	0.00	0.00	100.00
FBtr0303468	FBtr0303468	2510	2468.57	0.00	0.00	0.00	100.00
FBtr0303469	FBtr0303469	2543	2501.57	1744.20	51.02	32.79	100.00
FBtr0303470	FBtr0303470	2484	2442.57	0.00	0.00	0.00	100.00
FBtr0303471	FBtr0303471	2226	2184.57	1190.28	39.87	25.63	100.00
FBtr0303472	FBtr0303472	681	639.57	159.06	18.20	11.70	100.00
FBtr0303473	FBtr0303473	724	682.57	0.00	0.00	0.00	0.00
FBtr0303474	FBtr0303474	636	594.57	2.85	0.35	0.23	100.00
FBtr0303475	FBtr0303475	723	681.57	0.00	0.00	0.00	100.00
FBtr0303476	FBtr0303476	2195	2153.57	243.75	8.28	5.32	100.00
FBtr0303480	FBtr0303480	1680	1638.57	102.30	4.57	2.94	100.00
FBtr0303485	FBtr0303485	6683	6641.57	548.83	6.05	3.89	100.00
FBtr0303486	FBtr0303486	6686	6644.57	1479.16	16.29	10.47	100.00
FBtr0303507	FBtr0303507	1749	1707.57	0.00	0.00	0.00	0.00
FBtr0303508	FBtr0303508	2959	2917.57	4.00	0.10	0.06	100.00
FBtr0303509	FBtr0303509	2220	2178.57	58.41	1.96	1.26	100.00
FBtr0303510	FBtr0303510	4934	4892.57	1923.43	28.77	18.49	100.00
FBtr0303531	FBtr0303531	932	890.57	116.12	9.54	6.13	100.00
FBtr0303558	FBtr0303558	5668	5626.57	20.52	0.27	0.17	100.00
FBtr0303559	FBtr0303559	2498	2456.57	0.00	0.00	0.00	100.00
FBtr0303560	FBtr0303560	2160	2118.57	302.61	10.45	6.72	100.00
FBtr0303561	FBtr0303561	1076	1034.57	181.50	12.84	8.25	100.00
FBtr0303562	FBtr0303562	9822	9780.57	1802.46	13.49	8.67	100.00
FBtr0303563	FBtr0303563	4213	4171.57	952.60	16.71	10.74	100.00
FBtr0303564	FBtr0303564	4546	4504.57	0.00	0.00	0.00	0.00
FBtr0303565	FBtr0303565	7722	7680.57	3418.65	32.57	20.93	100.00
FBtr0303566	FBtr0303566	7791	7749.57	118.97	1.12	0.72	100.00
FBtr0303567	FBtr0303567	2141	2099.57	775.62	27.03	17.37	100.00
FBtr0303568	FBtr0303568	1191	1149.57	1.00	0.06	0.04	100.00
FBtr0303569	FBtr0303569	2416	2374.57	22.87	0.70	0.45	100.00
FBtr0303570	FBtr0303570	2419	2377.57	23.13	0.71	0.46	100.00
FBtr0303572	FBtr0303572	2022	1980.57	159.87	5.91	3.80	100.00
FBtr0303573	FBtr0303573	4085	4043.57	1367.52	24.75	15.91	100.00
FBtr0303574	FBtr0303574	4106	4064.57	29.52	0.53	0.34	100.00
FBtr0303575	FBtr0303575	3867	3825.57	0.00	0.00	0.00	100.00
FBtr0303577	FBtr0303577	3351	3309.57	0.00	0.00	0.00	100.00
FBtr0303578	FBtr0303578	3858	3816.57	0.56	0.01	0.01	100.00
FBtr0303580	FBtr0303580	3187	3145.57	171.95	4.00	2.57	100.00
FBtr0303581	FBtr0303581	1018	976.57	0.00	0.00	0.00	0.00
FBtr0303582	FBtr0303582	660	618.57	0.00	0.00	0.00	0.00
FBtr0303583	FBtr0303583	4461	4419.57	674.57	11.17	7.18	100.00
FBtr0303584	FBtr0303584	3959	3917.57	0.00	0.00	0.00	100.00
FBtr0303585	FBtr0303585	4369	4327.57	173.91	2.94	1.89	100.00
FBtr0303586	FBtr0303586	4204	4162.57	1682.94	29.58	19.02	100.00
FBtr0303587	FBtr0303587	5100	5058.57	130.21	1.88	1.21	100.00
FBtr0303589	FBtr0303589	397	355.57	0.00	0.00	0.00	0.00
FBtr0303599	FBtr0303599	3919	3877.57	0.00	0.00	0.00	100.00
FBtr0303600	FBtr0303600	4365	4323.57	0.00	0.00	0.00	100.00
FBtr0303601	FBtr0303601	9928	9886.57	4.40	0.03	0.02	100.00
FBtr0303602	FBtr0303602	10201	10159.57	0.00	0.00	0.00	100.00
FBtr0303603	FBtr0303603	4014	3972.57	0.50	0.01	0.01	100.00
FBtr0303645	FBtr0303645	3683	3641.57	91.11	1.83	1.18	100.00
FBtr0303646	FBtr0303646	3950	3908.57	913.70	17.11	10.99	100.00
FBtr0303647	FBtr0303647	3755	3713.57	112.25	2.21	1.42	100.00
FBtr0303648	FBtr0303648	3577	3535.57	241.46	5.00	3.21	100.00
FBtr0303649	FBtr0303649	921	879.57	0.00	0.00	0.00	0.00
FBtr0303650	FBtr0303650	4336	4294.57	0.00	0.00	0.00	0.00
FBtr0303652	FBtr0303652	3362	3320.57	3.00	0.07	0.04	100.00
FBtr0303653	FBtr0303653	2182	2140.57	36.87	1.26	0.81	100.00
FBtr0303654	FBtr0303654	2175	2133.57	0.00	0.00	0.00	100.00
FBtr0303655	FBtr0303655	6780	6738.57	0.00	0.00	0.00	0.00
FBtr0303656	FBtr0303656	6780	6738.57	0.00	0.00	0.00	0.00
FBtr0303657	FBtr0303657	6717	6675.57	0.00	0.00	0.00	0.00
FBtr0303658	FBtr0303658	6747	6705.57	0.00	0.00	0.00	0.00
FBtr0303659	FBtr0303659	6693	6651.57	0.00	0.00	0.00	0.00
FBtr0303660	FBtr0303660	6756	6714.57	0.00	0.00	0.00	0.00
FBtr0303661	FBtr0303661	6684	6642.57	0.00	0.00	0.00	0.00
FBtr0303662	FBtr0303662	6717	6675.57	0.00	0.00	0.00	0.00
FBtr0303663	FBtr0303663	6756	6714.57	0.00	0.00	0.00	0.00
FBtr0303664	FBtr0303664	6756	6714.57	0.00	0.00	0.00	0.00
FBtr0303665	FBtr0303665	6732	6690.57	0.00	0.00	0.00	0.00
FBtr0303666	FBtr0303666	6819	6777.57	0.00	0.00	0.00	0.00
FBtr0303667	FBtr0303667	6684	6642.57	0.00	0.00	0.00	0.00
FBtr0303668	FBtr0303668	6693	6651.57	0.00	0.00	0.00	0.00
FBtr0303669	FBtr0303669	6756	6714.57	0.00	0.00	0.00	0.00
FBtr0303670	FBtr0303670	6786	6744.57	0.00	0.00	0.00	100.00
FBtr0303671	FBtr0303671	6810	6768.57	0.00	0.00	0.00	0.00
FBtr0303672	FBtr0303672	6747	6705.57	0.00	0.00	0.00	0.00
FBtr0303673	FBtr0303673	6762	6720.57	0.00	0.00	0.00	0.00
FBtr0303674	FBtr0303674	6831	6789.57	0.00	0.00	0.00	0.00
FBtr0303675	FBtr0303675	6870	6828.57	0.00	0.00	0.00	0.00
FBtr0303676	FBtr0303676	6723	6681.57	0.00	0.00	0.00	0.00
FBtr0303677	FBtr0303677	6708	6666.57	0.00	0.00	0.00	0.00
FBtr0303678	FBtr0303678	6714	6672.57	0.00	0.00	0.00	100.00
FBtr0303679	FBtr0303679	11444	11402.57	0.00	0.00	0.00	0.00
FBtr0303680	FBtr0303680	6714	6672.57	0.00	0.00	0.00	0.00
FBtr0303681	FBtr0303681	6780	6738.57	0.00	0.00	0.00	0.00
FBtr0303682	FBtr0303682	6786	6744.57	0.00	0.00	0.00	0.00
FBtr0303683	FBtr0303683	6723	6681.57	0.00	0.00	0.00	0.00
FBtr0303684	FBtr0303684	6777	6735.57	0.00	0.00	0.00	0.00
FBtr0303685	FBtr0303685	6714	6672.57	0.00	0.00	0.00	0.00
FBtr0303686	FBtr0303686	6852	6810.57	0.00	0.00	0.00	0.00
FBtr0303687	FBtr0303687	12006	11964.57	0.00	0.00	0.00	0.00
FBtr0303688	FBtr0303688	6789	6747.57	0.00	0.00	0.00	0.00
FBtr0303689	FBtr0303689	6705	6663.57	0.00	0.00	0.00	0.00
FBtr0303690	FBtr0303690	6885	6843.57	0.00	0.00	0.00	0.00
FBtr0303691	FBtr0303691	6795	6753.57	0.00	0.00	0.00	0.00
FBtr0303692	FBtr0303692	6747	6705.57	0.00	0.00	0.00	0.00
FBtr0303693	FBtr0303693	6723	6681.57	4.18	0.05	0.03	100.00
FBtr0303694	FBtr0303694	6607	6565.57	0.00	0.00	0.00	0.00
FBtr0303695	FBtr0303695	6657	6615.57	0.00	0.00	0.00	0.00
FBtr0303696	FBtr0303696	6624	6582.57	0.00	0.00	0.00	0.00
FBtr0303697	FBtr0303697	5965	5923.57	0.00	0.00	0.00	0.00
FBtr0303698	FBtr0303698	5941	5899.57	0.00	0.00	0.00	0.00
FBtr0303699	FBtr0303699	6642	6600.57	0.00	0.00	0.00	0.00
FBtr0303700	FBtr0303700	6753	6711.57	0.00	0.00	0.00	100.00
FBtr0303701	FBtr0303701	6852	6810.57	0.00	0.00	0.00	0.00
FBtr0303702	FBtr0303702	6789	6747.57	0.00	0.00	0.00	0.00
FBtr0303703	FBtr0303703	6852	6810.57	0.00	0.00	0.00	0.00
FBtr0303704	FBtr0303704	6654	6612.57	0.00	0.00	0.00	0.00
FBtr0303705	FBtr0303705	5712	5670.57	0.00	0.00	0.00	0.00
FBtr0303706	FBtr0303706	6624	6582.57	0.00	0.00	0.00	0.00
FBtr0303707	FBtr0303707	6665	6623.57	0.00	0.00	0.00	100.00
FBtr0303708	FBtr0303708	5407	5365.57	0.00	0.00	0.00	100.00
FBtr0303709	FBtr0303709	1954	1912.57	58.10	2.22	1.43	100.00
FBtr0303710	FBtr0303710	6200	6158.57	1615.21	19.19	12.34	100.00
FBtr0303712	FBtr0303712	429	387.57	0.00	0.00	0.00	0.00
FBtr0303713	FBtr0303713	537	495.57	0.00	0.00	0.00	0.00
FBtr0303714	FBtr0303714	558	516.57	0.00	0.00	0.00	0.00
FBtr0303731	FBtr0303731	500	458.57	0.00	0.00	0.00	0.00
FBtr0303748	FBtr0303748	1578	1536.57	1.72	0.08	0.05	100.00
FBtr0303749	FBtr0303749	9798	9756.57	450.57	3.38	2.17	100.00
FBtr0303750	FBtr0303750	11586	11544.57	1837.58	11.65	7.49	100.00
FBtr0303751	FBtr0303751	3009	2967.57	553.51	13.65	8.77	100.00
FBtr0303755	FBtr0303755	710	668.57	0.00	0.00	0.00	0.00
FBtr0303756	FBtr0303756	4522	4480.57	209.50	3.42	2.20	100.00
